ranking_run_id,ranking_version,corpus_snapshot_version,embedding_version,cluster_version,family,rank,paper_id,title,year,citation_count,source_slug,topics,final_score,reason_short,semantic_score,citation_velocity_score,topic_growth_score,bridge_score,diversity_penalty,bridge_eligible,relevance_label,novelty_label,bridge_like_label,reviewer_notes
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,11,https://openalex.org/W4408772031,CCMusic: An Open and Diverse Database for Chinese Music Information Retrieval Research,2025,5,tismir,Music and Audio Processing;Diverse Musicological Studies;Music Technology and Sound Studies,0.396804,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.877166,0.255102,0.312732,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,12,https://openalex.org/W3045884425,Dagstuhl ChoirSet: A Multitrack Dataset for MIR Research on Choral Singing,2020,20,tismir,Music and Audio Processing;Music Technology and Sound Studies;Speech and Audio Processing,0.383396,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.867851,0.291545,0.213512,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,13,https://openalex.org/W3036517071,Unveiling the Hierarchical Structure of Music by Multi-Resolution Community Detection,2020,13,tismir,Music and Audio Processing;Music Technology and Sound Studies;Animal Vocal Communication and Behavior,0.375122,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.875062,0.189504,0.351193,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,14,https://openalex.org/W4312805589,JSD: A Dataset for Structure Analysis in Jazz Music,2022,11,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.371398,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.865131,0.22449,0.287091,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,15,https://openalex.org/W4387943290,Wagner Ring Dataset: A Complex Opera Scenario for Music Processing and Computational Musicology,2023,9,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.367073,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.830748,0.229592,0.287091,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,16,https://openalex.org/W4409967775,ChoraleBricks: A Modular Multitrack Dataset for Wind Music Research,2025,3,tismir,Music and Audio Processing;Music Technology and Sound Studies;Animal Vocal Communication and Behavior,0.353704,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.85908,0.153061,0.351193,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,17,https://openalex.org/W3182900969,On End-to-End White-Box Adversarial Attacks in Music Information Retrieval,2021,18,tismir,Adversarial Robustness in Machine Learning;Anomaly Detection Techniques and Applications;Music and Audio Processing,0.346405,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.829466,0.306122,0.091503,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,18,https://openalex.org/W3093355773,The Tonal Diffusion Model,2020,13,tismir,Neuroscience and Music Perception;Music and Audio Processing;Music Technology and Sound Studies,0.346127,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.826238,0.189504,0.287091,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,19,https://openalex.org/W4410091503,Towards an 'Everything Corpus': A Framework and Guidelines for the Curation of More Comprehensive Multimodal Music Data,2025,2,tismir,Music and Audio Processing;Diverse Musicological Studies;Natural Language Processing Techniques,0.344643,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.888548,0.102041,0.386375,,0,,,,,
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,emerging,20,https://openalex.org/W4402645135,BPSD: A Coherent Multi-Version Dataset for Analyzing the First Movements of Beethoven's Piano Sonatas,2024,5,tismir,Music and Audio Processing;Neuroscience and Music Perception;Music Technology and Sound Studies,0.342242,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.855404,0.170068,0.287091,,0,,,,,
