row_id,worksheet_version,review_pool_variant,paper_id,openalex_work_id,work_id,title,year,citation_count,source_slug,topics,abstract_preview,sample_reason,relevance_label,novelty_label,bridge_like_label,reviewer_notes
ee6857769ec81a2256473eaf5709b9e8c8e6eb24c0757367822eec94faecf558,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4410025357,W4410025357,W4410025357,The Effects of Lighting on Perceptual Sound Quality in Subjective Listening Tests,2025,0,jaes,Noise Effects and Management;Vehicle Noise and Vibration Control;Hearing Loss and Rehabilitation,"In subjective listening tests, listening conditions can significantly affect the measured results. Although there are some established standards, quantitative specifications for lighting level are rarely disclosed. This raises a question: does the lighting environment affect the perceived sound quality? In some audio-related industries, it is even widely be…",bridge_deep_cut,,,,
e4b7096b50eba54e4cdd6c6b334a7501c525b1799a8c353621ff00c11855f519,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4417103318,W4417103318,W4417103318,Automatic Music Sample Identification with Multi-Track Contrastive Learning,2026,0,,,"Sampling, the technique of reusing pieces of existing audio tracks to create new music content, is a very common practice in modern music production. In this paper, we tackle the challenging task of automatic sample identification, that is, detecting such sampled content and retrieving the material from which it originates. To do so, we adopt a self-supervi…",corpus_blind_seeded_fill,,,,
db593687261cd826558ff89fcdec5d2f6a623eededd8b0e6d24ba0839968f4a6,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7128773166,W7128773166,W7128773166,"Tuberculosis Screening from Cough Audio: Baseline Models, Clinical Variables, and Uncertainty Quantification",2026,0,,,"In this paper, we propose a standardized framework for automatic tuberculosis (TB) detection from cough audio and routinely collected clinical data using machine learning. While TB screening from audio has attracted growing interest, progress is difficult to measure because existing studies vary substantially in datasets, cohort definitions, feature represe…",bridge_suppressed_final,,,,
294b29ea37069df25b7fb48cce8ae48b51e70e0237d28cca1446f75b9381ef24,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7123426915,W7123426915,W7123426915,Kiite World: A Web Service for Social-Aware Music Exploration on a Map Through Playlist Sharing and Synchronized Listening,2026,0,,,"Numerous systems have been proposed for placing songs on a map to enable music exploration, but existing systems assume that users explore alone and thus lack social interactions, which has been identified as a significant issue for these systems. In this paper, we describe ""Kiite World,"" a web service that enables social-aware music exploration. Kiite Worl…",corpus_blind_seeded_fill,,,,
b7cab1f5d10f209d4bf2edfe9c00ae95007960cf4b203727cc3f83aee5eb366d,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7117685190,W7117685190,W7117685190,Reading Music or Reading Notes? Rethinking Musical Stimuli in Eye-Movement Research,2025,0,,,"This article examines the nature of musical stimuli used in eye-movement research on music reading, with a focus on syntactic elements essential for fluent reading: melody, rhythm, and harmony. Drawing parallels between language and music as syntactic systems, the study critiques the widespread use of stimuli that lack coherent musical structure, such as ra…",bridge_suppressed_final,,,,
8082ada9a511e84e01698877790a662ac4f78cb0e53185cea80b8ffb0be577ce,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4410824464,W4410824464,W4410824464,MGPHot: A Dataset of Musicological Annotations for Popular Music (1958-2022),2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,"The Music Genome Project® is an extensive music annotation effort spanning two decades, during which a team of musicologists has been annotating a dataset of millions of songs with hundreds of musicological attributes. A derivative of this effort is presented in this paper. We are releasing MGPHot, a dataset of more than 21,000 songs that have appeared at l…",bridge_deep_cut,,,,
04d182789bc53f925d01a38b5b1f0905eb7736a7b16531f604b21d0331fdc0bf,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7141979206,W7141979206,W7141979206,"Recommender systems, representativeness, and online music: a psychosocial analysis of Italian listeners",2026,0,,,"Abstract Recommender systems shape music listening worldwide due to their widespread adoption on online platforms. Growing concerns about representational harms that these systems may cause are increasingly part of the scientific and public debate, wherein music listener perspectives are oftentimes reported and discussed, but rarely contextualised through a…",corpus_blind_seeded_fill,,,,
92444ac99c2df5ad64d592ab5f2f634c22d91ef945c0e90f579b4540f3ed5428,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4416242781,W4416242781,W4416242781,Filling MIDI Velocity using U-Net Image Colorizer,2025,0,,,"Modern music producers commonly use MIDI (Musical Instrument Digital Interface) to store their musical compositions. However, MIDI files created with digital software may lack the expressive characteristics of human performances, essentially leaving the velocity parameter-a control for note loudness-undefined, which defaults to a flat value. The task of fil…",corpus_blind_seeded_fill,,,,
7a3607225a00db7238b56456c38127492ed6e50797ab7789e8bcc3f0f402d96c,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4414819135,W4414819135,W4414819135,SingMOS-Pro: An Comprehensive Benchmark For Singing Quality Assessment,2026,0,,,"Singing voice generation progresses rapidly, yet evaluating singing quality remains a critical challenge. Human subjective assessment, typically in the form of listening tests, is costly and time consuming, while existing objective metrics capture only limited perceptual aspects. In this work, we introduce SingMOS-Pro, a dataset for automatic singing qualit…",corpus_blind_seeded_fill,,,,
c7193b429e8206ab051273bc49c7c2885db7b08e99a2815c543527657f56df26,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4413990340,W4413990340,W4413990340,Smartwatch-Based Audio-Gestural Insights in Violin Bow Stroke Analyses,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,"Following the exposition of quantitative, identifiable idiosyncrasy in violin performance - via neural network classification - we demonstrate that smartwatch-based synchronous audio-gesture logging facilitates interpretable practice feedback in violin performance. The novelty of our approach is twofold: we exploit convenient multimodal data capture using a…",bridge_deep_cut,,,,
87e37d428027c0c6a78d9b5141405042e233c0988688f6801dd6fd9c1643857e,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4414012206,W4414012206,W4414012206,Investigation on a Crosstalk Cancellation Algorithm for Binaural Audio Headrest,2025,2,jaes,Hearing Loss and Rehabilitation;Speech and Audio Processing;Vehicle Noise and Vibration Control,"Binaural audio rendering is a technique used to create immersive sound experiences by simulating the way humans perceive spatial audio. Typically performed using headphones, binaural reproduction is widely applied in virtual reality, gaming, and 3D audio experiences, enhancing realism and engagement. However, headphones may not always be convenient, leading…",bridge_deep_cut,,,,
4d0283a6f3bfcc6b078b9f7ca5beb32a9a57e83a71f05c8b3772e9c22942fe26,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4413878864,W4413878864,W4413878864,Deep learning model using squeezenet and promoted ideal gas molecular motion for music genre classification from audio spectrograms,2025,1,,,"It may be argued that music genre classification (MGC) is one of the most important tasks in music information retrieval; however, it still suffers from being a high-dimensional, highly variable, and noisy audio signal. Most traditional deep learning models require large computational setups and do not fare well in the instances of overfitting and local opt…",corpus_blind_seeded_fill,,,,
928c9c561edc992fae1ced37ec61ceb67cb3d908d3a8ec6eaf3b47ba6d14bf4b,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7134180106,W7134180106,W7134180106,"Sound Event Detection in Smart Cities: A Systematic Review of Methods, Datasets, and Applications",2026,1,,,"Sound Event Detection (SED) is a growing area with vast prospects for understanding and designing the sonic fabric of smart cities. In this paper, the latest advances in SED are summarized, focusing on models, datasets, and applications from scientific papers listed on Scopus and Web of Science. The paper provides a clear view of how SED is being used in sm…",bridge_suppressed_final,,,,
84f1d8c7f91c01966bd3c2a49b4798334d4d1bf75b4c52816edabf042662a051,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7155083536,W7155083536,W7155083536,"Recent Progress in Exosome-Derived Nanocarriers for Breast Cancer Therapy: Advances, Translational Barriers, and Scale-Up Considerations",2026,0,,,"Breast cancer remains the most prevalent malignancy among women worldwide and a major cause of cancer-related mortality. Despite remarkable progress in molecularly targeted and immune-based therapies, therapeutic resistance, dose-limiting systemic toxicity, and inefficient drug delivery continue to hinder clinical outcomes, particularly in aggressive subtyp…",bridge_suppressed_final,,,,
343db91b4bad4f36d8115262c3aedfed14fafdb5ed8c211f67f24896f490e0cb,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4406354730,W4406354730,W4406354730,Disc and Ring Exciter Shape Effects on Flat-Panel Loudspeakers,2025,0,jaes,Acoustic Wave Phenomena Research;Speech and Audio Processing;Acoustic Wave Resonator Technologies,"Flat-panel loudspeaker exciters are moving coil motors with a coupling surface, often shaped like a ring or disc, that attaches to the surface of a plate. Simulations normally treat the exciter as acting like a point force, but in reality, the ring or disc shape can have a significant influence on the frequency response of the plate at middle and high frequ…",bridge_deep_cut,,,,
2d745e59786f18f4d3e5dff04db188a76a8fc73dfe38fe6dbee599dda52905a2,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7143753957,W7143753957,W7143753957,BEATSCORE: Beat-Synchronous Contrastive Alignment and Event-Centric Grading for Long-Term Sports Assessment,2026,0,,,"Long-term sports assessment is a challenging task in video understanding, since it requires judging subtle movement variations over minutes and evaluating action-music coordination. However, in many sporting events the background music is only weakly related to the performed movements, and the cues that matter for synchrony are often temporal and structural…",bridge_suppressed_final,,,,
29895b1d43580fc2ceca98f1c6f5cd0fcb727eb3d45617b24476057c78115c43,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4405710378,W4405710378,W4405710378,Data-Driven Uncertainty Modeling for Robust Feedback Active Noise Control in Headphones,2024,2,jaes,Advanced Adaptive Filtering Techniques;Control Systems and Identification;Vehicle Noise and Vibration Control,"Active noise control (ANC) has become popular for reducing noise and thus enhancing user comfort in headphones. Although feedback control offers an effective way to implement ANC, it is restricted by uncertainty of the controlled system (e.g., that arises from differing wearing situations). Widely used unstructured models that capture these variations tend…",corpus_blind_seeded_fill,,,,
4b6fdfa84e12fae41cd50faebe464d618c6d56cb61e7d4b7eeef4e17f8e6b233,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7131093365,W7131093365,W7131093365,Towards common ground in notation for augmented instruments,2025,0,,,"Abstract Music notation has evolved to accommodate music and musical instruments as they have changed over time. However, the rapid advancement of musical technology has not been accompanied by a corresponding development and consensus in notation. This paper examines the challenges faced by notation in representing music written for augmented instruments.…",bridge_suppressed_final,,,,
5a84231551e77acd65952f24dad4ee7f0009ca08cb8d2eeceb263a0aaa3c29bd,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7152673806,W7152673806,W7152673806,CACA guidelines for music-based interventions in oncology,2026,1,,,"Abstract As growing evidence from basic research and applied research has supported the use of music as a means of mental healing and rehabilitation, spanning its mechanisms, neural correlates, and its clinical application, the systematic use of music as a complementary and alternative intervention is gaining recognition in China within fields such as menta…",corpus_blind_seeded_fill,,,,
01c1ee43ddde3274d5dd5019e0e3ea0bab4ea92463461e06f9e9f43331579f44,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7156704433,W7156704433,W7156704433,Smart Diagnostics: Hierarchical Deep Learning of Acoustic Emission Signals for Early Crack Detection in Zirconia Dental Structures,2026,0,,,"Monolithic zirconia restorations are frequently affected by the unnoticed growth of subcritical cracks, a failure process that is not captured by traditional imaging methods like radiographs and ultrasounds in sophisticated dental architectures. To address this evaluative inadequacy, this research introduces a hierarchical deep learning framework for microc…",corpus_blind_seeded_fill,,,,
1d02099d680e81d6be1ee007d62fe6d22db6946098d2c7d7f95aed695cf7d6a3,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4405710354,W4405710354,W4405710354,"Spatial Sound, Part 2: Exploring the Impact of Listening Room on Sound Character",2024,0,jaes,Hearing Loss and Rehabilitation;Noise Effects and Management;Music Technology and Sound Studies,"The spatial sound character in a listening room is influenced by both the room acoustics and the sound reproduction system. These elements, either individually or in combination, can improve or reduce the sound quality. This study investigates the impact of room acoustics and electroacoustics on the sound character of popular mainstream music mixed in 7.1 a…",bridge_deep_cut,,,,
10c38cad0ccf058e06511bb7f0214729224b870304be6ae11f925e7f184b42c6,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4415316343,W4415316343,W4415316343,A Lightweight Two‑Branch Architecture for Multi‑Instrument Transcription via Note‑Level Contrastive Clustering,2026,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Image Processing and 3D Reconstruction,"Existing multi-timbre transcription models struggle with generalization beyond pre-trained instruments, rigid source-count constraints, and high computational demands that hinder deployment on low-resource devices. We address these limitations with a lightweight model that extends a timbre-agnostic transcription backbone with a dedicated timbre encoder and…",bridge_deep_cut,,,,
8c0ac2ffcf70d4be8c78345e7267a14e804d9f742bb3829a4a8a0e43e2ccb574,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4412495054,W4412495054,W4412495054,CustomDancer: Customized Dance Recommendation by Text-Dance Retrieval,2025,0,,,"Dance serves as both a cultural cornerstone and a medium for personal expression, yet the exponential growth of online dance content has intensified the need for personalized retrieval systems. While text-based dance retrieval offers a promising avenue for users to articulate preferences through natural language, existing methods face critical challenges: a…",corpus_blind_seeded_fill,,,,
0ff02413a6d670a3831a550dad44161bf733c95cd8640c7a3066caf00ed9d4b0,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7130737154,W7130737154,W7130737154,HUMMUS: A Human-Centered Approach to Sequential Recommendation Explainability through Data Humanism,2025,0,,,"Sequential music recommendation systems operate as ""black boxes,"" reducing user agency and failing to support collaborative decision-making in group settings. To address these limitations, we present HUMMUS, an interactive group recommender system that applies Data Humanism principles. HUMMUS visualizes songs as flowers where petals represent audio features…",corpus_blind_seeded_fill,,,,
20938f1df7923284113f179eb023039abd92f400b0049731fc5a25db545329a1,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4416740637,W4416740637,W4416740637,Emotion induction by western music across personality types using internet of things technology,2025,0,,,"The traditional music recommendation algorithm is an algorithm that measures the similarity of user preferences, or an algorithm that distinguishes types according to music styles and genres, which cannot meet the needs of emotional induction for different personality types. It is necessary to study the emotional induction of varying personality types by We…",corpus_blind_seeded_fill,,,,
baf6295853ff1afbef5ad5882b7a2a00971a8f6ad3d535d61fe20f8af17c7988,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4411141387,W4411141387,W4411141387,Antiderivative Antialiasing for Chebyshev Based Generalized Hammerstein Models,2025,0,jaes,Matrix Theory and Algorithms,"Antiderivative antialiasing (ADAA) has proven to be an effective approach for reducing aliasing in mathematically defined nonlinear functions. This paper explores the application of ADAA to Chebyshev-based generalized Hammerstein models, which are utilized for blackbox modeling of nonlinearities in digital audio effects. The Chebyshev-based model eliminates…",bridge_deep_cut,,,,
c57e1a1246f0baf1568b75f947822a78b45466b9d575b7989a4be558b95808f6,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7117894180,W7117894180,W7117894180,[Paper] TPSMG: Text-Controllable Polyphonic Symbolic Music Generation,2025,0,,,"We propose a novel text-controllable polyphonic symbolic music generation method based on diffusion models. Symbolic music generation has garnered significant attention due to its flexibility and seamless integration with Digital Audio Workstations (DAWs), as it enables the generation of MIDI files, facilitating easier modification compared to waveform musi…",corpus_blind_seeded_fill,,,,
df5bdaab86145553fc3f96feab73cd5e1d377804cf1223a1b7037419133de53d,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4413619343,W4413619343,W4413619343,ERLD-HC: Entropy-Regularized Latent Diffusion for Harmony-Constrained Symbolic Music Generation,2025,1,,,"Recently, music generation models based on deep learning have made remarkable progress in the field of symbolic music generation. However, the existing methods often have problems of violating musical rules, especially since the control of harmonic structure is relatively weak. To address these limitations, this paper proposes a novel framework, the Entropy…",bridge_suppressed_final,,,,
d5df3b2ef854c80d79dfe9fee536f8b5c5837eac4b43df87f5a95d2c98db9f48,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4414799828,W4414799828,W4414799828,"Perceptual Evaluation of Dynamic Sound Zones, Part 1: Audio Quality of Experience in a Simulated Home Environment",2025,0,jaes,Noise Effects and Management;Hearing Loss and Rehabilitation;Vehicle Noise and Vibration Control,"A sound system was developed to test new innovative designs for creating personal sound zones in a simulated home environment. A listening test paradigm with rating scales was customized and verified as suitable for collecting reliable data describing the basic audio quality and audio quality of experience of sound zones. Based on a previous study, a select…",bridge_deep_cut,,,,
3dfef0da45de143cc43cbbf185647f0ea217a8973aa07f17a80d5a3614eb6b47,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4414659999,W4414659999,W4414659999,"Understanding rhythmic structures, novelty, and influence in classical music from data",2025,0,,,"Rhythm plays a fundamental and critical role in human cognition of time-series stimuli, and is deeply correlated with emotional experiences. Rhythm is therefore a crucial element of music as well, and it is not difficult to picture composers of music heavily invested in the rhythmic structure of their creative works. In this work, we analyze $1\,143$ classi…",bridge_suppressed_final,,,,
f5c7dc28b659783b4f8e9c2531d5407bc0bc22cda67c9e887b658768ebd7b385,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7118190673,W7118190673,W7118190673,VEHICLE SOUND DETECTION USING DEEP LEARNING MODELS,2025,0,,,"Identifying and categorizing vehicle-related sounds plays an essential role in areas such as traffic surveillance, autonomous driving technologies, and the assessment of urban noise levels. Recent advances in deep learning have significantly improved audio-based detection systems, particularly under complex and noisy conditions. In this work, we analyze and…",corpus_blind_seeded_fill,,,,
1eafd948276848f961292e41924474d4c134ae59169a7738c87fc97c1424cc81,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W7128586572,W7128586572,W7128586572,The Influence of Visual Cues on the Sound Externalization of Virtual Loudspeaker Setups,2026,0,jaes,Hearing Loss and Rehabilitation;Music Therapy and Health;Noise Effects and Management,"Research has shown that visual cues influence the perceived sound externalization of binaural reproduction. However, it remains unclear whether providing a virtual visual representation of loudspeakers in addition to their binaural rendering influences their perceived externalization. Using augmented reality (AR), loudspeakers can be visualized within the l…",bridge_deep_cut,,,,
788265f040eecad9cffd9f67a4994a77b301f50920d1bebfb05ac716efb858eb,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4417077609,W4417077609,W4417077609,Music4All A+A,2025,0,,,"Music is characterized by aspects related to different modalities, such as the audio signal, the lyrics, or the music video clips. This has motivated the development of multimodal datasets and methods for Music Information Retrieval (MIR) tasks such as genre classification or autotagging. Music can be described at different levels of granularity, for instan…",bridge_suppressed_final,,,,
74fd79f986a4990d476cfc1f401d1b68b5984f356fabba6e05c629e89a5245c7,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4416072320,W4416072320,W4416072320,Cross‐Modal Urban Sensing: Evaluating Sound-Vision Alignment Across Street‐Level and Aerial Imagery,2026,0,,,"ABSTRACT Environmental soundscapes carry rich ecological and social information, yet remain underutilized in geographic analysis. This study introduces a unified cross‐modal evaluation framework to examine how urban sounds align with visual representations from street‐level and aerial perspectives, and how different visual representation strategies influenc…",bridge_suppressed_final,,,,
5283a68f731e1f956c4a52ca70ffbf2528c2c371a0f0d2bf1e7131cf4087afea,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4413467201,W4413467201,W4413467201,Music genre classification using Inception-ResNet architecture,2025,0,,,"<span lang=""EN-US"">Music genres help categorize music but lack strict boundaries, emerging from interactions among public, marketing, history, and culture. With Spotify hosting over 80 million tracks, organizing digital music is challenging due to the sheer volume and diversity. Automating music genre classification aids in managing this vast array and attr…",bridge_suppressed_final,,,,
436bc8f02abc3ec95af63edccf9d22f5b00874c155cb76b85a114d674505d9a0,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4415054893,W4415054893,W4415054893,DreamAudio: Customized Text-to-Audio Generation with Diffusion Models,2025,0,,,"With the development of large-scale diffusion-based and language-modeling-based generative models, impressive progress has been achieved in text-to-audio generation. Despite producing high-quality outputs, existing text-to-audio models mainly aim to generate semantically aligned sound and fall short of controlling fine-grained acoustic characteristics of sp…",bridge_suppressed_final,,,,
0e129d1fba4b3ae51c46012c576f3aa1b039d77f889c4a6e43926563e2f1fd29,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4414872983,W4414872983,W4414872983,Explainable Instrument Classification: From MFCC Mean-Vector Models to CNNs on MFCC and Mel-Spectrograms with t-SNE and Grad-CAM Insights,2025,3,,,"This paper presents an automatic system for the classification of musical instruments from audio recordings. The project leverages deep learning (DL) techniques to achieve its objective, exploring three different classification approaches based on distinct input representations. The first method involves the extraction of Mel-Frequency Cepstral Coefficients…",corpus_blind_seeded_fill,,,,
22d53690b0d6f3123378e9f1200a11a729c90019ecb059be2a163a1e964dcfc4,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4414334851,W4414334851,W4414334851,Improving Motif Discovery of Symbolic Polyphonic Music with Motif Note Identification,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,"Motif discovery in polyphonic symbolic music data is an important yet challenging task in music processing. In this paper, we propose a novel motif-discovery method created by combining the traditional rule-based repeated pattern discovery algorithms with a machine learning-based model that performs the task of motif note identification, i.e., identifying w…",bridge_deep_cut,,,,
4a4b5e4fbd013d6abac93824333b260acedac583620f03a098218eaf28b95678,ml-bridge-negative-mining-v1,ml_bridge_negative_mining_audit,https://openalex.org/W4413183625,W4413183625,W4413183625,Visual Grammar and Cultural Meaning in Festive China: A Multimodal Discourse Analysis,2025,1,,,"This study examines how the English-language documentary series Festive China constructs and communicates cultural meaning through visual semiotic resources by focusing on the role of visual modality in shaping cultural narratives. Drawing on Systemic Functional Linguistics and visual grammar, the study adopts a multimodal discourse analysis approach to inv…",corpus_blind_seeded_fill,,,,
