row_id,worksheet_version,review_pool_variant,paper_id,openalex_work_id,work_id,title,year,citation_count,source_slug,topics,abstract_preview,sample_reason,cluster_id,relevance_label,novelty_label,bridge_like_label,reviewer_notes
22fb759c14fdc6565c26fe44b81f9f2c935d2506df58710bcf1d655c3140336a,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4414799828,W4414799828,W4414799828,"Perceptual Evaluation of Dynamic Sound Zones, Part 1: Audio Quality of Experience in a Simulated Home Environment",2025,0,jaes,Noise Effects and Management;Hearing Loss and Rehabilitation;Vehicle Noise and Vibration Control,"A sound system was developed to test new innovative designs for creating personal sound zones in a simulated home environment. A listening test paradigm with rating scales was customized and verified as suitable for collecting reliable data describing the basic audio quality and audio quality of experience of sound zones. Based on a previous study, a sele...",cluster_stratified_seeded,c003,,,,
c257cd6094f8049515c833933ebb69c98823e3acbc11b8d6acf780e91a6f598d,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7141543328,W7141543328,W7141543328,Measuring naturalistic speech comprehension in real time,2026,0,,,"Speech comprehension has been described as an effortless and robust process; yet, in real-world contexts, it is common for a listener to misunderstand what was said or fail to derive meaning entirely. Typically, methods of measuring speech comprehension are applied 'post hoc' - that is, after the comprehension has happened. This approach fails to capture...",cluster_stratified_seeded,c003,,,,
4dc3cc144e87f5df3686aef681b10929ff331e81386b325aa65b27d769e57f5e,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7139293886,W7139293886,W7139293886,From Shape to Music: Contour-Conditioned Symbolic Music Generation,2025,0,,,International audience,cluster_stratified_seeded,c005,,,,
8d358b88023468bfbf088947d4d6c506a5580134f71532bdf4304808fe0c8fbc,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7120175195,W7120175195,W7120175195,"Fusing memory and attention: A study on LSTM, transformer and hybrid architectures for symbolic music generation",2026,0,,,"Machine learning techniques, such as Transformers and Long Short-Term Memory (LSTM) networks, play a crucial role in Symbolic Music Generation (SMG). Existing literature indicates a difference between LSTMs and Transformers regarding their ability to model local melodic continuity versus maintaining global structural coherence. However, their specific pro...",cluster_stratified_seeded,c005,,,,
0cad32b5d86951a2fec7fbb67179defa6c38eade332e2f4cc2bf1f687965cf26,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7130663572,W7130663572,W7130663572,MusicDiffusionNet: Enhancing Text-to-Music Generation with Adaptive Style and Multi-Scale Temporal Mixup Strategies,2026,0,,,"Text-to-music generation aims to automatically produce audio content with semantic consistency and coherent musical structure based on natural language descriptions. However, existing methods still face challenges in terms of style diversity, rhythmic consistency, and long-term structural modeling. To address these issues, we propose a novel text-to-music...",cluster_stratified_seeded,c005,,,,
a5a7b62b5439d3232ff20d6cc8aa007b05f44287a3186025b0caf592431242d4,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7135544381,W7135544381,W7135544381,Modélisation de la musique symbolique par des approches de traitement automatique du langage naturel : analyse et expérimentations sur différents niveaux de représentation,2025,0,,,"La musique est souvent comparée à un langage. Cette comparaison est notamment due au fait que musique et langage naturel partagent de nombreuses similarités. Parmi celles-ci figurent leurs représentations respectives à travers la notation musicale symbolique - ou partition musicale - et la forme écrite textuelle du langage. Ainsi, le domaine de la recherc...",cluster_stratified_seeded,c005,,,,
095ad33e9a19313037b9a40e72164166f25b392d9fc1eed98cb357440608af03,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7107871673,W7107871673,W7107871673,Symbolic music structure analysis with graph representations and changepoint detection methods,2025,0,,,"Music Structure Analysis (MSA), particularly symbolic music boundary detection, is crucial for understanding and creating music, yet segmenting music structure at various hierarchical levels remains an open challenge. In this work, we propose three methods for symbolic music boundary detection: Norm, an adapted feature-based approach, and two novel graph-...",cluster_stratified_seeded,c005,,,,
6d8f2a5a8bebc2cadacf629130399fd65bd9c7022e20f977176cae593de9a004,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4411141320,W4411141320,W4411141320,Automatic Generation of Virtual Analog Audio Plug-ins based on Wave Digital Filters,2025,0,jaes,Speech and Audio Processing,"Analog audio effects can be realized as digital audio effects according to the formalism of virtual analog modeling. Among white box techniques, wave digital filters (WDFs) have lately shown to be instrumental for digitizing complex nonlinear analog circuits because they are characterized by interesting properties that allow for efficient implementations....",cluster_stratified_seeded,c006,,,,
271bc9560adf2e3ea10a666c2da4652dce835a0b31787ee1e9b222bbdf862a6e,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7151910328,W7151910328,W7151910328,Harmonic Source Modeling Techniques for Wide-Area Distribution System Monitoring: A Systematic Review,2026,0,,,"With the increasing penetration of converter-based devices, harmonic distortion has become a major challenge for power quality monitoring in large-scale power systems. This study presents a systematic review of methods for modeling harmonic sources and their applicability to real-time monitoring of power distribution systems. The review was conducted foll...",cluster_stratified_seeded,c006,,,,
b1e590e1ac83e36d97fb2a3b46db799a2daec3ef33fa3decae3f259b4febc63a,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7154726525,W7154726525,W7154726525,Engagement-based curation and the evolution of taste,2026,0,,,"We develop a dynamic model of how engagement-driven curation, such as Spotify's algorithmic curation of playlists or Netflix's personalized menus of TV shows, shapes the evolution of aesthetic tastes. Building on the canonical consumption capital model of Becker et al. (1988), we introduce two innovations: non-monotonic returns to familiarity, where moder...",cluster_stratified_seeded,c006,,,,
3d6e386b7b10f86d7206f6335196e7c6ef63bb1bc2f0b336fa7d88fde21321dd,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4412072225,W4412072225,W4412072225,A Virtual Reality Interface for the Creation of 3D Spatial Audio Trajectories,2025,0,jaes,Music Technology and Sound Studies;3D Surveying and Cultural Heritage,"This paper presents SonoSpatia, a virtual reality (VR) system designed for creating 3D spatial audio trajectories. SonoSpatia leverages the immersive capabilities of VR technology to facilitate an intuitive and expressive approach for composers and sound designers willing to control positioning parameters in 3D space via gesture-based interactions. The au...",cluster_stratified_seeded,c007,,,,
e61b3c6555d15605ae6294149cae269afa3bb26e4798fc071918e109148b935c,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4416829370,W4416829370,W4416829370,The Co‐Structuring of Gesture‐Vocal Dynamics: An Exploration in Karnatak Music Performance,2025,0,,,"In music performance contexts, vocalists tend to gesture with hand and upper body movements as they sing. But how does this gesturing relate to the sung phrases, and how do singers' gesturing styles differ from each other? In this study, we present a quantitative analysis and visualization pipeline that characterizes the multidimensional co-structuring of...",cluster_stratified_seeded,c007,,,,
e2d04c761eec33791d99cd820ad0185e88068c84fe3be113e5e24a7cb00e3404,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7140459868,W7140459868,W7140459868,Multimodal generative adversarial networks for piano fingering correction and performance expressiveness modeling through audio-visual feature fusion,2026,0,,,"Piano performance analysis demands sophisticated understanding of both acoustic outputs and physical gestures, yet existing computational approaches typically treat these modalities in isolation. This study presents a novel framework that leverages generative adversarial networks to jointly model piano fingering correction and performance expressiveness t...",cluster_stratified_seeded,c007,,,,
9305539fbe338204ba9ca99eef94be49f9fac8c7750d5b06b4b44a6de36e2ae4,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7128407339,W7128407339,W7128407339,Musician presence and its effects on physiological and psychological well-being in live versus livestreamed concerts,2026,0,,,"Listening to music, whether live or prerecorded, can benefit health and well-being. Studies have shown that music can alleviate pain and anxiety, improve emotional well-being, and strengthen social connectedness. While research on live music is promising, direct comparisons with recorded settings-specifically in relation to the physical co-presence of per...",cluster_stratified_seeded,c007,,,,
85940448fa736d93126107def05364b838f0eaf99fd4fd0cb26fdf8289b34ac7,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7131359240,W7131359240,W7131359240,Beyond immersion: the cognitive mechanics of functional ludomusicology in esports performance,2026,0,,,"In high-pressure esports, music is often treated as an immersion cue, yet converging evidence suggests it can also function as a cognitive ergogenic aid that modulates performance-relevant states through (i) arousal regulation, (ii) cognitive-load/attention allocation, and (iii) rhythmic entrainment. Quantitative syntheses from adjacent performance domain...",cluster_stratified_seeded,c007,,,,
5b3c998a3bd2bc59d1b5af8f22b350704b362f3317950bef90f38db2983d0f8e,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4416182816,W4416182816,W4416182816,Personalisation and profiling using algorithms and not-so-popular Colombian music: goal-directed mechanisms in music emotion recognition,2025,0,,,The online version contains supplementary material available at 10.1140/epjds/s13688-025-00595-1.,cluster_stratified_seeded,c010,,,,
029189f824ba19baed38dcf3e18c684475017cbdf1f0ad20d79f91b86f389d97,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7127080882,W7127080882,W7127080882,Mood in the Market: Forecasting IPO Activity with Music Sentiment and LSTM,2026,0,,,"We examine whether aggregate ""music mood"" derived from globally popular songs can help forecast primary equity issuance. We build a Friday-anchored weekly panel that merges SEC EDGAR counts of priced Initial Public Offerings (IPOs) with features from the Spotify Daily Top 200 (audio descriptors such as valence, energy, danceability, tempo, loudness, etc.)...",cluster_stratified_seeded,c010,,,,
feecded9f2eea91755670cbc62f173c991f2c148ecb1fa49310a63b227fcd85f,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7125789312,W7125789312,W7125789312,Nightingale: A multimodal approach combining EEG signals and audio features to enhance music therapy,2026,0,,,"Music therapy has emerged as a promising, yet underutilized, treatment modality in various clinical settings. This paper presents Nightingale, a novel multimodal approach that integrates audio features with electroencephalogram (EEG) signals to predict a subject's emotional response to music. The accuracy of emotional response predictions is enhanced usin...",cluster_stratified_seeded,c010,,,,
4790d6c9acaad43e574587e5cdcd7847531dffee4b836300631fabfe2bfd0dc6,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7133595965,W7133595965,W7133595965,The application of deep reinforcement learning in music teaching interaction,2026,0,,,Music teaching using computers and technological paradigms is provided through digital text and interactions. The interactions between the tutor and the learner are interpreted to understand the musical notes and thereby improve the learning ability. The inability to tailor lessons to each student's unique needs in real time is a common problem with older...,cluster_stratified_seeded,c010,,,,
523840ef16e65d64e2d7e465cbd9b8503f8ce2a22c0915ef57dd205b16cec0c8,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4405899471,W4405899471,W4405899471,"M6: multi-generator, multi-domain, multi-lingual and cultural, multi-genres, multi-instrument machine-generated music detection databases",2026,0,,,"Machine-generated music (MGM) has become a powerful tool with applications in music therapy, personalised editing, and creative inspiration. However, its unregulated use threatens the entertainment, education, and arts sectors by diminishing the value of high-quality human compositions. Effective detection of machine-generated music (MGMD) is essential, y...",cluster_stratified_seeded,c010,,,,
2f473a4b5f723b302cd17fd752da70645575cd3d6d4d441b2763c7d4b9d87ab8,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7140674078,W7140674078,W7140674078,TECHNOLOGY FOR SELECTING MUSICAL GENRES TAKING INTO ACCOUNT HUMAN MENTAL HEALTH BASED ON MACHINE LEARNING,2026,0,,,"The research considers the technology of intelligent selection of musical genres taking into account human mental health based on machine learning methods. The relevance of using music therapy as an effective non-drug approach to improving emotional state, reducing stress, anxiety and preventing psychoemotional disorders is substantiated. Modern scientifi...",cluster_stratified_seeded,c010,,,,
0313ff7618c411e75d155e20761e1c2fd1fdcfd5e36fb3f0cc505f1329b2b5bf,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4415230161,W4415230161,W4415230161,Phrase-Oriented Generative Rhythmic Patterns for Jazz Solos,2025,0,,,"This study introduces a novel generative approach for crafting phrase-oriented rhythmic patterns in jazz solos, leveraging statistical analyses of a comprehensive corpus, the Weimar Jazz Database. Jazz solos, celebrated for their improvisational complexity, require a delicate interplay between rhythm and melody, making the generation of authentic rhythmic...",cluster_stratified_seeded,c011,,,,
5e9eec6ea9394dc6c43faf9508e682965461e3cbd4dfd0070078dea34c1b08f2,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7118178232,W7118178232,W7118178232,AI-Powered Music Generation from Sequential Motion Signals: A Study in LSTM-Based Modelling,2025,0,,,"This study presents an interactive AI-driven framework for real-time piano music generation from human body motion, establishing a coherent link between physical gesture and computational creativity. The proposed system integrates computer vision-based motion capture with sequence-oriented deep learning to translate continuous movement dynamics into struc...",cluster_stratified_seeded,c011,,,,
7962a45bc2ba998c53c2c816b2a8d4c4a950afe6107aca68d91d37f1ff5564e0,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4410025357,W4410025357,W4410025357,The Effects of Lighting on Perceptual Sound Quality in Subjective Listening Tests,2025,0,jaes,Noise Effects and Management;Vehicle Noise and Vibration Control;Hearing Loss and Rehabilitation,"In subjective listening tests, listening conditions can significantly affect the measured results. Although there are some established standards, quantitative specifications for lighting level are rarely disclosed. This raises a question: does the lighting environment affect the perceived sound quality? In some audio-related industries, it is even widely...",cluster_stratified_seeded,c003,,,,
fbb0c38f2af5e65a22107580e5ae7c6a313b6e7b1f712a1e0cbd75761d6bf42a,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7143719133,W7143719133,W7143719133,The Hi-Audio online platform for recording and distributing multi-track music datasets,2026,0,,,"Abstract This paper introduces the Hi-Audio online platform, an open-source tool designed to support musicians and researchers in the field of Music Information Retrieval (MIR). The platform enables the recording, uploading, and sharing of multitrack musical compositions, aiming to build an open-access audio database to advance research in music technolog...",cluster_stratified_seeded,c010,,,,
8ac789f660ec950b35a80009e31b42fdf4b412b78b6cd83bbea299bbd8414fc9,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7103883615,W7103883615,W7103883615,Leveraging Melodic Context for Improved Svara Representation,2025,0,,,"For the South Indian musical tradition known as Carnatic music, embeddings of svara (note) pitch time series have proven useful for tasks such as svara classification and performance analysis. In this paper, we extend an existing embedding method by incorporating findings from musicological research on the relationship between the performance of a svara a...",cluster_stratified_seeded,c000,,,,
dab2ac90a593bd3c6dd03cceb7e135196516d5866d688a0470e394d4cfca5bd2,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7152460690,W7152460690,W7152460690,Acoustic Scene-Aware Processing and Auditory Model-Based Compensation Strategies,2026,0,,,"Despite significant advances in our understanding of human hearing and assistive hearing technologies, the benefits of hearing loss compensation continue to vary widely across individuals. A central challenge is the complexity and heterogeneity of hearing loss, whose perceptual consequences often extend far beyond reduced sensitivity. Conventional strateg...",year_band_seeded,c003,,,,
f55741b0b7516614d9b074c9980c957411ce6b04a1510aa34826e3f73b4e727b,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4415584170,W4415584170,W4415584170,Chinese instrument music source separation with frequency-attentive multi-band neural networks,2025,1,,,"Recent progress in music source separation has been accelerated by deep learning techniques, yet most studies have focused on Western instruments and vocals, with limited attention to traditional Chinese instruments. These instruments possess distinctive timbral characteristics and complex performance techniques, which require specialized treatment in sep...",citation_band_seeded,c000,,,,
9a7251037b66438981274b1b00456efaef2eb1c17d38d51af0a8bdbcb9c7b4f6,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7155525074,W7155525074,W7155525074,Integrating Frequency Guidance into Multi-Source Domain Generalization for Acoustic-Based Fault Diagnosis in Industrial Systems,2026,0,,,"With the increasing demand for intelligent fault monitoring, acoustic-based diagnosis has emerged as a promising solution for industrial applications such as pipeline leakage and electrical equipment fault detection. However, complex working conditions and domain shifts significantly degrade model performance, especially when unseen target domain data is...",citation_band_seeded,c003,,,,
2482ac0a939a1686209185bbd8292685c3e176312a481d15411faee9491e3780,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7133339644,W7133339644,W7133339644,Benchmarking an Integrated Deep Learning Pipeline for Robust Detection and Individual Counting of the Greater Caribbean Manatee,2026,0,,,"The Greater Caribbean manatee faces significant conservation challenges due to a lack of demographic data in low-visibility habitats. To address this, we present a refined automated manatee counting method pipeline integrating deep learning-based call detection with unsupervised individual counting. We resolved significant computational bottlenecks by imp...",weak_family_context_seeded,c000,,,,
219a6083bc970c83baa2658b818d7f1e3a35bb4fa1d537c93580b3399679ce47,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7118190673,W7118190673,W7118190673,VEHICLE SOUND DETECTION USING DEEP LEARNING MODELS,2025,0,,,"Identifying and categorizing vehicle-related sounds plays an essential role in areas such as traffic surveillance, autonomous driving technologies, and the assessment of urban noise levels. Recent advances in deep learning have significantly improved audio-based detection systems, particularly under complex and noisy conditions. In this work, we analyze a...",weak_family_context_seeded,c003,,,,
7c5ae3ebe5580e3d13eda9a6537eac8f1c1880951971b43619fd8fee21fa35d7,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7139929182,W7139929182,W7139929182,Smart Industrial Safety in High-Noise Environments Using IoT and AI,2026,0,,,"High noise levels in industrial workplaces pose significant challenges to occupational safety, particularly with hearing protection and effective communication. Traditional hearing protection devices, while effectively attenuating harmful noise, often compromise situational awareness by excessively isolating workers from the acoustic environment and preve...",weak_family_context_seeded,c003,,,,
2e4759f3d41714f64debf153319f92fab718d883d2e7d482311016d0b586a877,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7155486285,W7155486285,W7155486285,Automatic chick cough detection system based on improved audio spectrogram convolutional transformer neural network,2026,0,,,"Respiratory diseases are common on poultry farms during spring and autumn. Due to the high density of the farm environment, an epidemic can spread very quickly and cause large-scale biological infections. Therefore, developing software capable of monitoring or providing early warnings of respiratory disease in chickens is very important because it helps p...",weak_family_context_seeded,c000,,,,
5877b93ce11d714743c61175f649076c750592d5b79bb7dc2e35a99789432109,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7126187731,W7126187731,W7126187731,Decoding Cultural Music Classification with Machine Learning and Segment Length Analysis,2026,0,,,"Music is a sound composed with rhythm, melody, or harmony, and it is evolving in time and with the culture of the society. The manual way of classifying and searching of the Ethiopian music is time consuming, and expensive. In this study, an Ethiopian cultural music classification models are proposed to simplify this task. A large number of Ethiopian cult...",fallback_seeded_fill,c000,,,,
c4207373a62fa7c9c4916d345165bda24fc2a7fa6f3cf5fe51401d39d4e5b679,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7141979206,W7141979206,W7141979206,"Recommender systems, representativeness, and online music: a psychosocial analysis of Italian listeners",2026,0,,,"Abstract Recommender systems shape music listening worldwide due to their widespread adoption on online platforms. Growing concerns about representational harms that these systems may cause are increasingly part of the scientific and public debate, wherein music listener perspectives are oftentimes reported and discussed, but rarely contextualised through...",fallback_seeded_fill,c010,,,,
531829bcb4456a56bb569f3633406883e46829460ab5293afaf544ab1fd717ef,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W7153261812,W7153261812,W7153261812,A systematic review of audio deepfake detection techniques for digital investigation,2026,0,,,"Deepfake technology has been driven by advanced machine learning and revolutionized multimedia creation by synthesizing hyper-realistic content. It includes images, videos, and audio. While its creative applications in entertainment and accessibility are significant, the technology also poses critical risks, especially in fraud, disinformation, and identi...",fallback_seeded_fill,c003,,,,
43c94ceb4dfb45bd7a7a773af22706b852a20bc7d6ae73605a24fc77a6b3e3b1,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4412072233,W4412072233,W4412072233,Binaural Reproduction of Microphone Array Recordings With 2D Video in Mixed Reality,2025,0,jaes,Speech and Audio Processing;Music Technology and Sound Studies,"Head-worn devices equipped with microphone arrays and cameras can be used to capture the experience from a user's perspective and reproduce it in virtual, mixed, or augmented reality. A concept that has recently introduced is to present the video capture as a 2D video screen augmented into the real-world environment through a mixed reality headset. This s...",fallback_seeded_fill,c003,,,,
97d44ab1d9d5b6d75bafc495fe82f59b1e8f1bb434cdc5c05947da0b2bca50a8,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4409474087,W4409474087,W4409474087,Electric Truck Sound Design: A User-Centered Psychoacoustic Approach to Acoustic Vehicle Alerting Systems,2025,0,jaes,Vehicle Noise and Vibration Control;Noise Effects and Management;Acoustic Wave Phenomena Research,"Electric vehicles (EVs), especially trucks, are becoming more common and present a distinct acoustic challenge compared with typical internal combustion engine vehicles. Their silent functioning poses a safety concern to pedestrians. This study seeks to provide a user-centered and psychoacoustically informed design methodology for acoustic vehicle alertin...",fallback_seeded_fill,c003,,,,
31eca00e0bd1c8198f0877b7de251cea471a0f13b16a455035ed44693ca0199b,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4416286761,W4416286761,W4416286761,Music Genre Classification,2025,0,,,"Abstract: This review documents a reproducible pipeline for automatic Indian music genre recognition that converts short (≈30 s) audio clips into spectral features and evaluates multiple classical classifiers. The implemented workflow covers dataset organization, FFT‑based feature extraction (the first 2000 frequency bins saved as reusable .npy files), mo...",fallback_seeded_fill,c000,,,,
12af40258037013f6efb6272f5531d3e5186500936b8fd896be9979cb6144f8a,ml-blind-snapshot-review-v2,ml_blind_snapshot_audit,https://openalex.org/W4414799851,W4414799851,W4414799851,Joint Estimation of Sound Source Position and Room Boundaries Using a Multitask Deep Neural Network Model,2025,0,jaes,Speech and Audio Processing;Music and Audio Processing;Vehicle Noise and Vibration Control,"Conventional room geometry blind inference techniques with acoustic signals often rely on prior knowledge, such as source signals or source positions, limiting their applicability when the sound source is unknown. To solve this problem, the authors propose a novel multitask deep neural network (DNN) model that jointly estimates sound source localization a...",fallback_seeded_fill,c003,,,,
