ranking_run_id,ranking_version,corpus_snapshot_version,embedding_version,cluster_version,family,review_pool_variant,family_rank,paper_id,work_id,title,year,citation_count,source_slug,topics,final_score,semantic_score,citation_velocity_score,topic_growth_score,bridge_score,diversity_penalty,bridge_eligible,reason_short,sample_reason,relevance_label,novelty_label,bridge_like_label,reviewer_notes
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,bridge,ml_contrastive_offline_audit,9,https://openalex.org/W4410091503,W4410091503,Towards an 'Everything Corpus': A Framework and Guidelines for the Curation of More Comprehensive Multimodal Music Data,2025,2,tismir,Music and Audio Processing;Diverse Musicological Studies;Natural Language Processing Techniques,0.713636,,0.181818,1,0.648657,0,false,Near a boundary between k-means cluster centroids in embedding space (squared L2 vs other centroids); bridge family weight is zero so final_score does not use this signal. Semantic score not used.,bridge_ineligible,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,bridge,ml_contrastive_offline_audit,10,https://openalex.org/W4412780451,W4412780451,MusiQAl: A Dataset for Music Question-Answering through Audio-Video Fusion,2025,1,tismir,Music and Audio Processing;Speech and Audio Processing;Music Technology and Sound Studies,0.681818,,0.090909,1,0.796375,0,false,Near a boundary between k-means cluster centroids in embedding space (squared L2 vs other centroids); bridge family weight is zero so final_score does not use this signal. Semantic score not used.,bridge_ineligible,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,bridge,ml_contrastive_offline_audit,12,https://openalex.org/W4411489043,W4411489043,The Potential of Unsupervised Induction of Harmonic Syntax for Jazz,2025,1,tismir,Neuroscience and Music Perception;Music and Audio Processing;Music Technology and Sound Studies,0.681818,,0.090909,1,0.659645,0,false,Near a boundary between k-means cluster centroids in embedding space (squared L2 vs other centroids); bridge family weight is zero so final_score does not use this signal. Semantic score not used.,bridge_ineligible,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,bridge,ml_contrastive_offline_audit,13,https://openalex.org/W7116976483,W7116976483,Multimodal Datasets for Studying Expert Performances of Musical Scores,2025,1,tismir,Music Technology and Sound Studies;Neuroscience and Music Perception;Music and Audio Processing,0.681818,,0.090909,1,0.777947,0,false,Near a boundary between k-means cluster centroids in embedding space (squared L2 vs other centroids); bridge family weight is zero so final_score does not use this signal. Semantic score not used.,bridge_ineligible,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,bridge,ml_contrastive_offline_audit,19,https://openalex.org/W4409215261,W4409215261,Toward an Improved Auditory Model for Predicting Binaural Coloration,2025,5,jaes,Color Science and Applications,0.675757,,0.454545,1,0.826236,0.666667,false,Near a boundary between k-means cluster centroids in embedding space (squared L2 vs other centroids); bridge family weight is zero so final_score does not use this signal. Semantic score not used.,bridge_ineligible,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,40,https://openalex.org/W4413990340,W4413990340,Smartwatch-Based Audio-Gestural Insights in Violin Bow Stroke Analyses,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.467814,0.839072,0,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,41,https://openalex.org/W7134122976,W7134122976,3D Microphone Array Comparison Part 2: Elicitation of Salient Perceptual Attributes,2026,0,jaes,Hearing Loss and Rehabilitation;Human auditory perception and evaluation;Music Technology and Sound Studies,0.467556,0.83778,0,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,42,https://openalex.org/W4411141538,W4411141538,Generating Music Reactive Videos by Applying Network Bending to Stable Diffusion,2025,0,jaes,Music Technology and Sound Studies;Simulation and Modeling Applications;Video Analysis and Summarization,0.467338,0.836692,0,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,43,https://openalex.org/W4414334851,W4414334851,Improving Motif Discovery of Symbolic Polyphonic Music with Motif Note Identification,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.467312,0.836558,0,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,44,https://openalex.org/W4411141958,W4411141958,Reverse Engineering of Music Mixing Graphs With Differentiable Processors and Iterative Pruning,2025,0,jaes,Music Technology and Sound Studies;Modular Robots and Swarm Intelligence;Cellular Automata and Applications,0.466432,0.832161,0,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,21,https://openalex.org/W4409474070,W4409474070,Analysis of Various 3D Acquisition Techniques and Mesh Differences for Head-related Transfer Functions Calculation,2025,1,jaes,Engineering Applied Research;Simulation and Modeling Applications,0.503238,0.788919,0.090909,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",median_borderline,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,22,https://openalex.org/W4411141874,W4411141874,"Physical Modeling of a Spring Reverb Tank Incorporating Helix Angle, Damping, and Magnetic Bead Coupling",2025,1,jaes,Spacecraft and Cryogenic Technologies;Fluid Dynamics Simulations and Interactions;Oil and Gas Production Techniques,0.498573,0.765595,0.090909,1,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",median_borderline,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,23,https://openalex.org/W4414012206,W4414012206,Investigation on a Crosstalk Cancellation Algorithm for Binaural Audio Headrest,2025,1,jaes,Hearing Loss and Rehabilitation;Speech and Audio Processing;Vehicle Noise and Vibration Control,0.495455,0.812503,0.090909,0.958333,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",median_borderline,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,89,https://openalex.org/W7134183499,W7134183499,The sound of emotions: an artificial intelligence approach to predicting emotions from musical selections,2026,0,,,0.177384,0.886922,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,90,https://openalex.org/W7135035326,W7135035326,Structured and Factorized Multi-Modal Representation Learning for Physiological Affective State and Music Preference Inference,2026,0,,,0.177143,0.885714,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,91,https://openalex.org/W7154481466,W7154481466,Ontology-Guided Multimodal Framework for Explainable Music Similarity and Recommendation,2026,0,,,0.176755,0.883777,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,92,https://openalex.org/W7153329879,W7153329879,A multimodal graph-based music auto-tagging framework: integrating social and content intelligence,2026,0,,,0.175314,0.876571,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,93,https://openalex.org/W7131130209,W7131130209,MEMA: Multimodal Aesthetic Evaluation of Music in Visual Contexts,2026,0,,,0.175119,0.875594,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,94,https://openalex.org/W4417094688,W4417094688,"U-MusT: A Unified Framework for Cross-Modal Translation of Score Images, Symbolic Music, and Performance Audio",2025,0,,,0.174869,0.874343,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,emerging,ml_contrastive_offline_audit,95,https://openalex.org/W7152673480,W7152673480,Explaining cultural emotion in Chinese pop music with multimodal AI: educational and socio-emotional implications,2026,0,,,0.174582,0.872908,0,0,,0,,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,40,https://openalex.org/W7133229896,W7133229896,Predicting Perceived Semantic Expression of Functional Sounds Using Unsupervised Feature Extraction and Ensemble Learning,2026,0,tismir,Music and Audio Processing;Emotion and Mood Recognition;Music Technology and Sound Studies,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,41,https://openalex.org/W4415316343,W4415316343,A Lightweight Two‑Branch Architecture for Multi‑Instrument Transcription via Note‑Level Contrastive Clustering,2026,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Image Processing and 3D Reconstruction,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,42,https://openalex.org/W7147047272,W7147047272,Evaluation and Prediction of Perceived Naturalness for Source Directivity With a Visible Virtual Source,2026,0,jaes,Hearing Loss and Rehabilitation;Multisensory perception and integration;Tactile and Sensory Interactions,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,43,https://openalex.org/W7147215911,W7147215911,Continuous and Overall Evaluation of Spatial Audio Reproduction Systems With Spatially Dynamic Content,2026,0,jaes,Hearing Loss and Rehabilitation;Tactile and Sensory Interactions;Subtitles and Audiovisual Media,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,44,https://openalex.org/W7147440360,W7147440360,A Low-Dimensional Projection of Sound Absorption Coefficients for a Scattering Delay Network Reverberator,2026,0,jaes,Hearing Loss and Rehabilitation;Acoustic Wave Phenomena Research;Speech and Audio Processing,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",lower_rank_window,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,21,https://openalex.org/W4414799719,W4414799719,Evaluating Reverberation Models for Augmented Reality,2025,0,jaes,Speech and Audio Processing;Indoor and Outdoor Localization Technologies;Underwater Acoustics Research,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",median_borderline,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,22,https://openalex.org/W4414011891,W4414011891,Estimation and Restoration of Unknown Nonlinear Distortion Using Diffusion,2025,0,jaes,Infrared Target Detection Methodologies;Image and Signal Denoising Methods;Optical Systems and Laser Technology,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",median_borderline,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,23,https://openalex.org/W4414011937,W4414011937,A Similarity-Based Conditioning Method for Controllable Sound Effect Synthesis,2025,0,jaes,Acoustic Wave Phenomena Research;Speech and Audio Processing;Music Technology and Sound Studies,0.7,,0,1,,0,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",median_borderline,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,48,https://openalex.org/W4412780451,W4412780451,MusiQAl: A Dataset for Music Question-Answering through Audio-Video Fusion,2025,1,tismir,Music and Audio Processing;Speech and Audio Processing;Music Technology and Sound Studies,0.657537,,0.090909,1,,0.278943,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,49,https://openalex.org/W4412696666,W4412696666,Style-Based Composer Identification and Attribution of Symbolic Music Scores: A Systematic Survey,2025,1,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.657537,,0.090909,1,,0.278943,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",weak_family_signal,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,undercited,ml_contrastive_offline_audit,50,https://openalex.org/W4411489043,W4411489043,The Potential of Unsupervised Induction of Harmonic Syntax for Jazz,2025,1,tismir,Neuroscience and Music Perception;Music and Audio Processing;Music Technology and Sound Studies,0.657537,,0.090909,1,,0.278943,,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",weak_family_signal,,,,
