ranking_run_id,ranking_version,corpus_snapshot_version,embedding_version,cluster_version,review_pool_variant,family,rank,paper_id,title,year,citation_count,source_slug,topics,final_score,reason_short,semantic_score,citation_velocity_score,topic_growth_score,bridge_score,diversity_penalty,bridge_eligible,relevance_label,novelty_label,bridge_like_label,reviewer_notes
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,11,https://openalex.org/W4407236737,The GigaMIDI Dataset with Features for Expressive Music Performance Detection,2025,2,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.561207,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.851492,0.181818,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,12,https://openalex.org/W4412072230,Audio Signal Processing in the Artificial Intelligence Era: Challenges and Directions,2025,2,jaes,Music and Audio Processing;Speech and Audio Processing,0.559977,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.84534,0.181818,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,13,https://openalex.org/W7116976483,Multimodal Datasets for Studying Expert Performances of Musical Scores,2025,1,tismir,Music Technology and Sound Studies;Neuroscience and Music Perception;Music and Audio Processing,0.522208,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.883766,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,14,https://openalex.org/W4410025358,Designing Neural Synthesizers for Low-Latency Interaction,2025,1,jaes,Neural Networks and Applications,0.51648,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.85513,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,15,https://openalex.org/W4412780451,MusiQAl: A Dataset for Music Question-Answering through Audio-Video Fusion,2025,1,tismir,Music and Audio Processing;Speech and Audio Processing;Music Technology and Sound Studies,0.51527,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.849077,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,16,https://openalex.org/W4412696666,Style-Based Composer Identification and Attribution of Symbolic Music Scores: A Systematic Survey,2025,1,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.515239,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.848925,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,17,https://openalex.org/W4413998965,"Reductive, Exclusionary, Normalising: The Limits of Generative AI Music",2025,1,tismir,Music Technology and Sound Studies,0.514052,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.842987,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,18,https://openalex.org/W4411141659,Distilling DDSP: Exploring Real-Time Audio Generation on Embedded Systems,2025,1,jaes,Music Technology and Sound Studies;Music and Audio Processing;Speech and Audio Processing,0.512665,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.836054,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,19,https://openalex.org/W4411489043,The Potential of Unsupervised Induction of Harmonic Syntax for Jazz,2025,1,tismir,Neuroscience and Music Perception;Music and Audio Processing;Music Technology and Sound Studies,0.509618,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.820815,0.090909,1,,0,,,,,
rank-ee2ba6c816,bridge-v2-nm1-zero-corpusv2-r2-k12-elig-top50-cross040-20260428,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,full_family_top_k,emerging,20,https://openalex.org/W4410025413,Methods for Pitch Analysis in Contemporary Popular Music: Deviations From 12-Tone Equal Temperament in Vitalic's Work,2025,1,jaes,Music and Audio Processing;Diverse Musicological Studies;Music Technology and Sound Studies,0.507274,"Emerging: embedding slice fit vs included-corpus centroid (title+abstract), plus citation velocity and topic growth; not universal relevance. Bridge signal not used here.",0.809098,0.090909,1,,0,,,,,
