work_id,title,abstract_preview,current_family_rank,hybrid_rank,disagreement_bucket,bridge_like_label,relevance_label,notes
https://openalex.org/W4401727628,Charting the Universe of Metal Music Lyrics and Analyzing Their Relation to Perceived Audio Hardness,"We analyze the relationship between the musical and the lyrical content of metal music by combining automated audio feature extraction and quantitative text analysis on a corpus of 124,288 song lyrics from this genre. Based on this text corpus, a topic model is first constructed using Latent Dirichlet Allocation (LDA). For a subsample of 503 songs, scores for predicting perceived musical hardness…",61,13,promoted_by_hybrid,partial,good,metal lyrics + audio hardness: combines audio feature extraction with quantitative text/topic modeling; bridges signal processing with cultural musicology and NLP
https://openalex.org/W4409474100,Analysis of Human Participants in the Journal of the Audio Engineering Society,"This paper explores issues of equity, diversity, and inclusion in the Audio Engineering Society. It provides an overview of recent initiatives and publications on the participation of various groups in the audio industry and the Audio Engineering Society community. It also discusses the concept of justice in human research and its relevance to the recruitment of participants in audio studies. The…",91,14,promoted_by_hybrid,yes,acceptable,EDI and equity analysis of the Audio Engineering Society; bridges audio research with social science and equity scholarship; JAES meta-study
https://openalex.org/W4413910507,HarmonyTok: Comparing Methods for Harmony Tokenization for Machine Learning,"This paper explores different approaches to harmony tokenization in symbolic music for transformer-based models, focusing on two tasks: masked language modeling (MLM) and melodic harmonization generation. Four tokenization strategies are compared, each varying in how chord information is encoded: (1) as full chord symbols, (2) separated into root and quality, (3) as sets of pitch classes, and (4)…",470,15,promoted_by_hybrid,no,good,harmony tokenization method comparison for transformer music models; purely MIR-internal technical work; good MIR paper but not a bridge
https://openalex.org/W4400517077,Beyond Acoustics: Capacity Limitations of Linguistic Levels,"Speech is a multiplexed signal displaying levels of complexity, organizational principles and perceptual units of analysis at distinct timescales. This critical acoustic signal for human communication is thus characterized at distinct representational and temporal scales, related to distinct linguistic features, from acoustic to supra-lexical. This chapter presents an overview of experimental wor…",130,16,promoted_by_hybrid,yes,good,speech science chapter bridging acoustics with cognitive linguistics; 'beyond acoustics' framing explicitly targets linguists and cognitive scientists
https://openalex.org/W7139997811,A neutrosophic clustering approach to handle recommendation uncertainty for gray sheep users,"Recommender systems play a crucial role in reducing information overload by providing personalized suggestions based on user preferences. However, gray sheep users are individuals whose preferences are inconsistent or partially aligned with both majority and minority groups, overlooked by conventional collaborative filtering methods, resulting in inaccurate or inconsistent recommendations. To add…",303,17,promoted_by_hybrid,no,miss,neutrosophic clustering for recommendation uncertainty; no music/audio focus visible in abstract; likely domain-general recommender systems paper; out-of-domain
https://openalex.org/W4415316343,A Lightweight Two‑Branch Architecture for Multi‑Instrument Transcription via Note‑Level Contrastive Clustering,"Existing multi-timbre transcription models struggle with generalization beyond pre-trained instruments, rigid source-count constraints, and high computational demands that hinder deployment on low-resource devices. We address these limitations with a lightweight model that extends a timbre-agnostic transcription backbone with a dedicated timbre encoder and performs deep clustering at the note lev…",26,18,promoted_by_hybrid,no,good,lightweight multi-instrument transcription (AMT) via contrastive clustering; core MIR/music technology work; no external-domain bridge
https://openalex.org/W7123832092,"Fund Similarity: A Use of Bipartite Graphs","Fund similarity is important for investors when constructing diversified portfolios. Because mutual funds do not always adhere closely to their stated investment policies, investors may unintentionally hold funds with overlapping exposures, leading to reduced diversification (diworsification). This paper models fund similarity using bipartite graphs.",369,19,promoted_by_hybrid,no,irrelevant,finance/investment fund similarity via bipartite graphs; no music or audio content; out-of-domain model false positive
https://openalex.org/W7133257773,Logical Metainferentialism,"Logical inferentialism is the view that the meaning of logical constants is implicitly defined by the operational rules that govern their behaviour in proofs-particularly in sequent calculus proofs, according to an increasingly dominant tendency. A tenable articulation of this view presupposes a clarification of certain crucial aspects, such as the criteria for rule harmony and what constitutes a…",398,20,promoted_by_hybrid,no,irrelevant,philosophy of logic / sequent calculus proof theory; no music/audio content whatsoever; model false positive likely on embedding proximity
https://openalex.org/W4409215215,Issues and Challenges of Audio Technologies for the Musical Metaverse,"Among all the activities envisioned for the metaverse, music has thus far received comparatively less attention. While virtual concerts and music festivals have been successful in drawing substantial audiences and increasing public attention to the idea of the metaverse, the metaverse is not ready for musicians who decide to take advantage of the distinctive features of socially immersive environ…",14,42,demoted_by_hybrid,partial,good,audio tech survey for music metaverse/VR; bridges MIR with XR and social-immersive platforms; ml=0.998 — competitive demotion not model rejection
https://openalex.org/W4411649085,The AI Music Arms Race: On the Detection of AI-Generated Music,"Several companies now offer platforms for users to create music at unprecedented scales by textual prompting. As the quality of this music rises, concern grows about how to differentiate AI‑generated music from human‑made music, with implications for content identification, copyright enforcement, and music recommendation systems. This article explores the detection of AI‑generated music by assemb…",10,45,demoted_by_hybrid,yes,good,AI music detection; implications for copyright enforcement and music industry; clear non-MIR audience; ml=0.993 confirms bridge signal; competitive demotion
https://openalex.org/W4411141958,Reverse Engineering of Music Mixing Graphs With Differentiable Processors and Iterative Pruning,"Reverse engineering of music mixes aims to uncover how dry source signals are processed and combined to produce a final mix. In this paper, prior works are extended to reflect the compositional nature of mixing and search for a graph of audio processors. First, a mixing console is constructed, applying all available processors to every track and subgroup. With differentiable processor implementat…",13,46,demoted_by_hybrid,partial,good,mix reverse-engineering via differentiable DSP; serves audio engineers and music producers; ml=0.995 high; competitive demotion
https://openalex.org/W4409215217,Modeling Time-Variant Responses of Optical Compressors With Selective State Space Models,This paper presents a method for modeling optical dynamic range compressors using deep neural networks with selective state space models. The proposed approach surpasses previous methods based on recurrent layers by employing a selective state space block to encode the input audio. It features a refined technique integrating feature-wise linear modulation and gated linear units to adjust the netw…,3,52,demoted_by_hybrid,partial,good,optical compressor neural modeling with SSMs; bridges ML with audio hardware/plugin dev; ml=0.995 high; competitive demotion
https://openalex.org/W4411141874,"Physical Modeling of a Spring Reverb Tank Incorporating Helix Angle, Damping, and Magnetic Bead Coupling",Reproducing the main features of a spring reverb tank impulse response across the hearing range with a physical model presents unique challenges because of the high levels of coupling between the spring's vibrational polarizations. Previous attempts based on a model that includes helix angle can accurately simulate helical spring vibrations but see discrepancies in reproducing measured impulse re…,1,70,demoted_by_hybrid,partial,good,physical spring reverb tank simulation; serves audio plugin and instrument designers; ml=0.994 high; was rank 1 in current feed; competitive demotion
https://openalex.org/W7131681001,Inferring Communities of Medieval Music Manuscripts Using Stochastic Block Models,"What can we learn from the content of surviving medieval music manuscripts about their cultural context? Our study maps the spread of so‑called trope elements (textual- musical insertions into Gregorian chant) in manuscripts across medieval central Europe, specifically the Carolingian Empire and the Italian Peninsula, from the 9th to the 14th century. Using a nested stochastic block model, we inf…",7,84,demoted_by_hybrid,yes,good,stochastic block models on medieval music manuscripts; bridges computational methods with historical musicology and digital humanities; ml=0.996 high; competitive demotion
https://openalex.org/W4416267785,ImproVision Equilibrium: Toward Multimodal Musical Human-Machine Interaction,"In this research, we introduce extensions of the ImproVision framework for multimodal musical human-machine communication. ImproVision Equilibrium integrates real‑time pitch detection, consonant chord determination, and visual cues to guide an ensemble from dissonance to harmony. In addition to Equilibrium, we introduce ImproVision Gestured Improvisation, a complementary mode in which musicians u…",20,171,demoted_by_hybrid,partial,good,multimodal HMI for ensemble improvisation; bridges MIR with HCI and live performance practice; ml=0.996 high; competitive demotion
https://openalex.org/W4415947443,Beyond a Western Center of Music Information Retrieval: A Bibliometric Analysis of the First 25 Years of ISMIR Authorship,"Over the past two decades, the music information retrieval (MIR) community has grown significantly in both the volume and diversity of research contributions. However, questions remain about who is represented within the community-and who is not. The influence of Western views shapes MIR research, affecting author representation, topic selection, cross-cultural considerations, and reproducibility…",8,199,demoted_by_hybrid,yes,good,bibliometric analysis of ISMIR authorship diversity; bridges computational musicology with diversity scholarship and sociology of science; in v13 top-ranked set; ml=0.992 high; competitive demotion
https://openalex.org/W4414199528,PESTO: Real‑Time Pitch Estimation with Self‑Supervised Transposition‑Equivariant Objective,"In this paper, we introduce PESTO, a self-supervised learning approach for single-pitch estimation using a Siamese architecture. Our model processes individual frames of a Variable-Q Transform (VQT) and predicts pitch distributions. The neural network is designed to be equivariant to translations, notably thanks to a Toeplitz fully-connected layer. In addition, we construct pitch-shifted pairs by…",19,244,demoted_by_hybrid,no,good,self-supervised pitch estimation (PESTO); core MIR/audio DSP; no external audience bridge; ml=0.007 correct model rejection
https://openalex.org/W4409474070,Analysis of Various 3D Acquisition Techniques and Mesh Differences for Head-related Transfer Functions Calculation,The head mesh is a fundamental component in simulating head-related transfer functions (HRTFs). The techniques utilized for acquiring and preprocessing 3D meshes prior to calculation directly influence HRTF results. This study aims to compare the meshes obtained through different methods and analyze the impact of mesh differences on HRTFs. Three mesh capture methods based on different technical p…,9,368,demoted_by_hybrid,no,good,HRTF calculation via 3D mesh techniques; spatial audio acoustics; technical MIR not a bridge paper; ml=0.000 correct model rejection
https://openalex.org/W4412900768,STAR Drums: A Dataset for Automatic Drum Transcription,248,12,411,demoted_by_hybrid,no,good,drum transcription dataset; core MIR dataset contribution; ml=0.002 correct model rejection; abstract_preview appears malformed
https://openalex.org/W4409215261,Toward an Improved Auditory Model for Predicting Binaural Coloration,"The evaluation of audio quality is important in the development of immersive audio algorithms and reproduction systems, and binaural models are often used for this as a quick alternative to listening tests. Coloration (i.e., perceived loudness differences integrated across ears and frequency) is one key quality aspect; however, the majority of models used to predict coloration are often oversimpl…",4,415,demoted_by_hybrid,no,good,binaural coloration psychoacoustic model; technical audio quality research; ml=0.009 correct model rejection
https://openalex.org/W7128595024,High-Resolution Directivity Measurements of an Artificial Head and Mouth Shaped to Three Vowels,"The directivity of the human voice has been studied since the early twentieth century using different measurement systems with progressively higher spatial resolution. Artificial heads and mouths have been used because of their ability to repeat a given sound production, hence allowing sequential measurements of directivity with a reduced number of microphones and still achieving high spatial res…",15,437,demoted_by_hybrid,no,good,artificial head/mouth directivity measurements; technical acoustics; ml=0.004 correct model rejection
https://openalex.org/W4407236737,The GigaMIDI Dataset with Features for Expressive Music Performance Detection,"The Musical Instrument Digital Interface (MIDI), introduced in 1983, revolutionized music production by allowing computers and instruments to communicate efficiently. MIDI files encode musical instructions compactly, facilitating convenient music sharing. They benefit music information retrieval (MIR), aiding in research on music understanding, computational musicology, and generative music. The …",17,451,demoted_by_hybrid,no,good,large MIDI dataset for expressive performance detection; core MIR dataset; ml=0.005 correct model rejection
https://openalex.org/W4414799687,Improved Real-Time Six-Degrees-of-Freedom Dynamic Auralization Through Nonuniformly Partitioned Convolution,"Recent years have witnessed an increasing interest from the academic and industrial research community toward software for dynamic auralization and six-degrees-of-freedom (6DoF) navigation of immersive audio environments. Some existing tools rely on the convolution of source sounds with Ambisonics impulse responses (IRs) recorded in real spaces. However, despite advancements in computing power of…",16,470,demoted_by_hybrid,no,good,real-time 6DoF auralization via nonuniform convolution; spatial audio engineering; ml=0.003 correct model rejection
https://openalex.org/W7116976483,Multimodal Datasets for Studying Expert Performances of Musical Scores,"In many musical styles, performing a piece of music means to produce an 'interpretation' of a score. This interpretation involves performers manipulating musical parameters such as timing, dynamics, timbre, and pitch to communicate their artistic conception of the piece, often to an audience. Much previous research into musical interpretations has examined aspects of expressive performance strate…",18,490,demoted_by_hybrid,no,good,multimodal dataset for expert musical performance analysis; MIR dataset contribution; ml=0.009 correct model rejection
https://openalex.org/W4409967775,ChoraleBricks: A Modular Multitrack Dataset for Wind Music Research,"Concert band and wind music are deeply embedded in society and play a significant role in the cultural landscape of many countries, including Germany and Austria, particularly within the amateur music scene. However, this type of music, as well as research on wind and brass instruments in general, remains largely overlooked in the field of music information retrieval (MIR). In this paper, we addr…",6,501,demoted_by_hybrid,no,good,wind music dataset for MIR; amateur music culture angle minor; ml=0.001 correct model rejection
https://openalex.org/W4402645135,BPSD: A Coherent Multi-Version Dataset for Analyzing the First Movements of Beethoven's Piano Sonatas,"This paper introduces the Beethoven Piano Sonata Dataset (BPSD), a multi-version dataset focusing on the first movements of Beethoven's 32 piano sonatas. Recognized as pivotal works in classical music, Beethoven's piano sonatas have profoundly shaped Western classical music, holding a significant place in cultural history. The BPSD includes sheet music in different machine-readable formats and au…",11,507,demoted_by_hybrid,no,good,Beethoven piano sonata multi-version dataset; musicological dataset; ml=0.000 correct model rejection
https://openalex.org/W4408772031,CCMusic: An Open and Diverse Database for Chinese Music Information Retrieval Research,"Data are crucial in various computer‑related fields, including music information retrieval (MIR), an interdisciplinary area bridging computer science and music. This paper introduces CCMusic, an open and diverse database comprising multiple datasets specifically designed for tasks related to Chinese music, highlighting our focus on this culturally rich domain. The database integrates both publish…",2,513,demoted_by_hybrid,no,good,Chinese music MIR database; dataset paper; cultural diversity angle insufficient for bridge label; ml=0.000 correct model rejection; was rank 2 in current feed
https://openalex.org/W4410091503,Towards an 'Everything Corpus': A Framework and Guidelines for the Curation of More Comprehensive Multimodal Music Data,Music information retrieval (MIR) is increasingly concerned with properly managing the complexity of musical data and the curation of high-quality multimodal datasets for use in a variety of computational tasks. This article presents (1) a conceptual framework for how practitioners interested in MIR-from musicians to scientists-can understand the multitude of modalities that constitute musical da…,5,516,demoted_by_hybrid,no,good,framework for comprehensive multimodal music data curation; dataset/methodology for MIR researchers; ml=0.006 correct model rejection; was rank 5 in current feed
https://openalex.org/W7114777446,EmoTune - Emotion Based Music Recommendation System,"EmoTune is an AI-powered emotion recognition and music recommendation system that bridges the gap between human emotions and personalized music experiences. The project integrates deep learning, computer vision, and API-driven recommendation to detect human emotions from facial expressions and generate corresponding playlists using the Spotify API. A conversational chatbot powered by the Groq API…",356,318,high_ml_low_bridge_score,yes,good,emotion-driven music recommendation via facial recognition and Spotify API; bridges CV + MIR + consumer apps; paper itself uses 'bridges the gap'; ml high and correct; heuristic misses social/platform bridge signal
https://openalex.org/W4413990340,Smartwatch-Based Audio-Gestural Insights in Violin Bow Stroke Analyses,"Following the exposition of quantitative, identifiable idiosyncrasy in violin performance - via neural network classification - we demonstrate that smartwatch-based synchronous audio-gesture logging facilitates interpretable practice feedback in violin performance. The novelty of our approach is twofold: we exploit convenient multimodal data capture using a consumer smartwatch, recording wrist-mo…",39,314,high_ml_low_bridge_score,yes,good,"consumer smartwatch audio-gesture logging for violin practice feedback; bridges MIR with wearable tech, HCI, and music education; ml high and correct; appears as duplicate of W7131735100 in dataset"
https://openalex.org/W7131735100,Smartwatch-Based Audio-Gestural Insights in Violin Bow Stroke Analyses,"Following the exposition of quantitative, identifiable idiosyncrasy in violin performance - via neural network classification - we demonstrate that smartwatch-based synchronous audio-gesture logging facilitates interpretable practice feedback in violin performance. The novelty of our approach is twofold: we exploit convenient multimodal data capture using a consumer smartwatch, recording wrist-mo…",523,315,high_ml_low_bridge_score,yes,good,same paper as W4413990340; duplicate work_id in dataset; same bridge label; consumer smartwatch for violin practice feedback; bridges MIR with wearable tech and music education
https://openalex.org/W4413612773,The Role of Fairness and Diversity in User Choices and Perceptions of Music Playlists,"Nowadays, most listeners access music through streaming platforms, which has transformed how recommendations are delivered and received. Notable work has been done on improving fairness for end users or item providers in music recommender systems, often applying pre-processing and re-ranking approaches. However, the positive influence users may exert on fairness through their music selection has …",464,261,high_ml_low_bridge_score,yes,good,"fairness and diversity in music playlist recommendation on streaming platforms; bridges MIR with ethics, social science, and consumer behavior research; ml high and correct"
https://openalex.org/W7112868420,"Currently Listening to…"::Curating Artist Playlists and Authenticity on Spotify"","This article examines music curation and authenticity through Artist Playlists on Spotify. Generally, playlists across streaming apps are presented as a platform for song discovery and chart success. However, this corner of the music industry's largest online marketplace is regularly used by musicians to establish cultural rather than economic capital through a presentation of labor and knowledge…",354,298,high_ml_low_bridge_score,yes,good,cultural study of Spotify artist playlists as vehicles for cultural capital; bridges music industry studies with platform research and cultural theory; clear non-MIR audience; appears as companion paper to W7125951231
https://openalex.org/W7149929510,"New currents, old boundaries: exploring the relationship between streaming platforms and Afrikaans music","Abstract This article explores the impact of music streaming platforms on popular Afrikaans music. It sets recent technological developments in digital music distribution against the complex historical backdrop of the Afrikaans language and the histories of social marginalization affecting large parts of its linguistic communities. These patterns have shaped Afrikaans music production, consumptio…",276,259,high_ml_low_bridge_score,yes,good,streaming platform impact on Afrikaans music identity and distribution; bridges music technology with ethnomusicology and postcolonial studies; clear external audience beyond MIR
https://openalex.org/W7125951231,"Currently Listening to …": Curating Artist Playlists and Authenticity on Spotify"","This article examines music curation and authenticity through Artist Playlists on Spotify. It charts the ways that English-speaking popular music artists based in Europe and the United States curate music through three types of Artist Playlists-Catalog Artist Playlists (CAPs), Catalog Plus Artist Playlists (CPAPs), and Non-Catalog Artist Playlists (NCAPs)-before considering how the labor and know…",521,293,high_ml_low_bridge_score,yes,good,cultural/authenticity study of Spotify artist playlist types (CAP/CPAP/NCAP); companion paper to W7112868420; bridges music industry and cultural theory; same bridge label applies
https://openalex.org/W4403281875,Influence of rhythm features on beat/movement synchronization using a low-cost vision system,"This study examines how musical expertise, tempo, and beat division influence synchronization accuracy and regularity in two movement tasks: finger tapping (discrete movements) and arm swing (continuous movements). Using a markerless motion capture system, we analyzed synchronization metrics across different rhythmic conditions. Motion data were extracted via AI-based pose estimation, and synchro…",161,309,high_ml_low_bridge_score,partial,good,"rhythm-movement synchronization study using markerless pose estimation; bridges MIR with movement science and physical education/dance; consumer vision system angle; ml high, heuristic underscores"
https://openalex.org/W7154726525,Engagement-based curation and the evolution of taste,"We develop a dynamic model of how engagement-driven curation, such as Spotify's algorithmic curation of playlists or Netflix's personalized menus of TV shows, shapes the evolution of aesthetic tastes. Building on the canonical consumption capital model of Becker et al. (1988), we introduce two innovations: non-monotonic returns to familiarity, where moderate exposure to a style enhances appreciat…",261,201,high_ml_low_bridge_score,yes,good,economic model of algorithmic curation and taste evolution (Spotify/Netflix context); bridges ML recommendation with economics and consumer behavior; clear non-MIR academic audience; ml high and correct
https://openalex.org/W4412857239,Evolving Music Consumption From Live Performances to Case Based Playlist Recommendations,"Historically, music was accessible primarily through live performances or personal rendition, with notation systems serving the elite. The evolution of sound reproduction technology- from mechanical music boxes to digital formats like CDs and streaming services-transformed music accessibility. This paper examines the shift from physical music ownership and album-based listening to digital streami…",447,193,high_ml_low_bridge_score,partial,acceptable,historical survey of music consumption from live performance to digital streaming and playlist recommendation; bridges music technology with consumer behavior and music industry history; general scope lowers to acceptable
https://openalex.org/W4414819135,SingMOS-Pro: An Comprehensive Benchmark For Singing Quality Assessment,"Singing voice generation progresses rapidly, yet evaluating singing quality remains a critical challenge. Human subjective assessment, typically in the form of listening tests, is costly and time consuming, while existing objective metrics capture only limited perceptual aspects. In this work, we introduce SingMOS-Pro, a dataset for automatic singing quality assessment. Building on our preview ve…",243,247,high_bridge_score_low_ml,no,good,singing voice quality assessment benchmark (SingMOS-Pro); technical MIR/audio evaluation dataset; no external audience bridge; ml=low correct rejection; high bridge_score is false heuristic signal
https://openalex.org/W7118190673,VEHICLE SOUND DETECTION USING DEEP LEARNING MODELS,"Identifying and categorizing vehicle-related sounds plays an essential role in areas such as traffic surveillance, autonomous driving technologies, and the assessment of urban noise levels. Recent advances in deep learning have significantly improved audio-based detection systems, particularly under complex and noisy conditions. In this work, we analyze and compare the effectiveness of advanced d…",225,240,high_bridge_score_low_ml,no,miss,vehicle sound detection for traffic surveillance and autonomous driving; out-of-domain for Research Radar (not music/audio research); ml=low correct rejection; high bridge_score false heuristic signal
https://openalex.org/W7140272473,Compressing Quaternion Convolutional Neural Networks for Audio Classification,"Conventional Convolutional Neural Networks (CNNs) in the real domain have been widely used for audio classification. However, CNNs have limited ability to capture correlations across channels when processing multi-channel inputs. This can lead to suboptimal feature learning, particularly for complex audio patterns such as multi-channel spectrogram representations. Quaternion Convolutional Neural …",524,265,high_bridge_score_low_ml,no,good,quaternion CNN compression for multi-channel audio classification; technical ML efficiency paper for audio; no external bridge; ml=low correct rejection
https://openalex.org/W7155083536,"Recent Progress in Exosome-Derived Nanocarriers for Breast Cancer Therapy: Advances, Translational Barriers, and Scale-Up Considerations","Breast cancer remains the most prevalent malignancy among women worldwide and a major cause of cancer-related mortality. Despite remarkable progress in molecularly targeted and immune-based therapies, therapeutic resistance, dose-limiting systemic toxicity, and inefficient drug delivery continue to hinder clinical outcomes, particularly in aggressive subtypes such as triple-negative breast cancer…",301,254,high_bridge_score_low_ml,no,irrelevant,exosome nanocarrier breast cancer drug delivery review; completely out-of-domain for Research Radar; should not appear in Bridge cluster; high bridge_score is a clear false heuristic signal; ml=low correct rejection
https://openalex.org/W4410033452,Cross‑Modal Approaches to Beat Tracking: A Case Study on Chopin Mazurkas,"Within music information retrieval (MIR) research, numerous beat‑tracking systems have been developed, targeting either audio recordings or symbolic representations such as MIDI files. However, the differences between these approaches, their respective strengths and weaknesses, and the potential for combining them have received limited attention. In this article, we compare two conceptually diffe…",22,260,high_bridge_score_low_ml,no,good,cross-modal beat tracking comparing audio vs symbolic representations (Chopin mazurkas); core MIR methodology; 'cross-modal' label likely inflated bridge_score; ml=low correct rejection; currently rank 22 in feed
https://openalex.org/W7117124508,ADFF-Net: An Attention-Based Dual-Stream Feature Fusion Network for Respiratory Sound Classification,"Deep learning-based respiratory sound classification (RSC) has emerged as a promising non-invasive approach to assist clinical diagnosis. However, existing methods often face challenges, such as sub-optimal feature representation and limited model expressiveness. To address these issues, we propose an Attention-based Dual-stream Feature Fusion Network (ADFF-Net). Built upon the pre-trained Audio …",514,205,high_bridge_score_low_ml,partial,acceptable,audio deep learning for respiratory sound classification supporting clinical diagnosis; bridges audio AI with clinical medicine; audio-to-medical bridge is genuine; ml low may reflect training gap on non-music audio applications
https://openalex.org/W7126269324,Tonal Mode Detection Based on the Triple Composite Signature of Fifths,"In this article, a novel algorithm for tonal mode classification utilizing the signature of fifths is presented. The proposed method is an extension of previously developed algorithms used for determining the key and key signature within the Western tonal system. The core idea of the algorithm is to analyze the entire piece as well as its most important excerpts, namely, the beginning and the end…",209,304,high_bridge_score_low_ml,no,good,tonal mode classification using signature of fifths; computational musicology algorithm; no external bridge; ml=low correct rejection; 'cross-modal' framing may have inflated bridge_score
