row_id,worksheet_version,review_pool_variant,paper_id,openalex_work_id,work_id,title,year,citation_count,source_slug,topics,abstract_preview,sample_reason,ranking_run_id,family,final_score,rank_in_family,relevance_label,novelty_label,bridge_like_label,reviewer_notes
615ff28dba7fa782104034c074654b6b497e19e57d6b78b55c75d3b0bb1f7597,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4400775762,W4400775762,W4400775762,Perceptual Comparison of Dynamic Binaural Reproduction Methods for Sparse Head-Mounted Microphone Arrays,2024,2,jaes,Speech and Audio Processing;Acoustic Wave Phenomena Research;Hearing Loss and Rehabilitation,This paper presents results of a listening experiment evaluating three-degrees-of-freedom binaural reproduction of head-mounted microphone array signals. The methods are applied to an array of five microphones whose signals were simulated for static and dynamic array orientations. Methods under test involve scene-agnostic binaural reproduction methods as...,second_surface_high_score_candidate,rank-83787b91ef,emerging,0.385415,69,miss,not_useful,not_applicable,"binaural HMD microphone array reproduction comparison; pure audio engineering, no music discovery or recommender value."
15cb12d468dde8b1ab967c3a5d24796ef3907d4aee6e50ecf3d6ae4d0de90f82,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4403467610,W4403467610,W4403467610,Perceived Quality of Binaural Rendering from Baffled Microphone Arrays Evaluated Without an Explicit Reference,2024,1,jaes,Hearing Loss and Rehabilitation;Speech and Audio Processing;Music Technology and Sound Studies,"The authors present a perceptual evaluation of the binaural rendering quality of signals from several types of baffled microphone arrays. They employ the multi-stimulus category rating (MuSCR) paradigm that does not require a reference stimulus. The tested conditions also comprise a very high numerical accuracy stimulus, given the highest quality rating i...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.384627,71,miss,not_useful,not_applicable,"binaural rendering quality from baffled microphone arrays; audio engineering perceptual study, not music discovery or recommender research."
cac804551e728744b2de54abc743abda386ba7726b05f297948268a9419b8fed,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4403445820,W4403445820,W4403445820,Effect of Interpolation Artifacts on Perceived Stability of Nearby Sources in a Navigable Reverberant Virtual Environment,2024,3,jaes,Hearing Loss and Rehabilitation;Speech and Audio Processing;Advanced Adaptive Filtering Techniques,"Convolution with spatial Room Impulse Responses can achieve realistic auralizations. When combined with interpolation between spatially distributed RIRs, this technique can be used to create navigable virtual environments. This study explores the impact of various interpolation parameters on the perceived auditory stability of a nearby static sound source...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.378266,74,miss,not_useful,not_applicable,RIR interpolation for navigable virtual environments; audio DSP with no music content or discovery value.
2ef44b313d53e555721db5dc9fd25a26a5b26a1e0142ae2e762e05f512b08a06,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4403467580,W4403467580,W4403467580,The Influence of Diffuse-Field Equalization on the Perception of Spatial Aliasing Introduced by Spherical Microphone Arrays,2024,1,jaes,Music Technology and Sound Studies;Multisensory perception and integration;Speech and Audio Processing,"When a sound field is sampled by a finite number of microphones, the upper-frequency range of the recorded content is affected by spatial aliasing. The frequency beyond which aliasing-induced artifacts occur is related to the distance between a microphone and its nearest neighbors. In this study, ambisonics signals of order N = 7 were encoded from simulat...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.375347,75,miss,not_useful,not_applicable,spherical microphone array spatial aliasing in ambisonics; DSP parameter study with no music discovery or recommender value.
cac9fc6ccaba61ffe3f44d387decdd2e7dfb3ca0b0de01c72b8e83f443548ac5,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4403467627,W4403467627,W4403467627,Time-Aligned Spatial Upsampling of Spherical Microphone Array Recordings,2024,0,jaes,Speech and Audio Processing;Music and Audio Processing;Music Technology and Sound Studies,"With the Spherical Array Interpolation by Time Alignment (SARITA) method, the authors introduced an approach for spatial upsampling of spherical microphone array (SMA) signals (T. Lübeck, J. M. Arend, and C. Pörschmann, IEEE/ACM Transactions on Audio, Speech, and Language Processing, vol. 31, pp. 1163-1174 [2023]). The basic idea of this method is to perf...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.373504,77,miss,not_useful,not_applicable,time-aligned spatial upsampling of SMA recordings; audio engineering algorithm with no music discovery or recommender value.
ce99473e1e31c81b068edddebd003372bc120ef791c72c557ab58e69d93ce44e,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4405710354,W4405710354,W4405710354,"Spatial Sound, Part 2: Exploring the Impact of Listening Room on Sound Character",2024,0,jaes,Hearing Loss and Rehabilitation;Noise Effects and Management;Music Technology and Sound Studies,"The spatial sound character in a listening room is influenced by both the room acoustics and the sound reproduction system. These elements, either individually or in combination, can improve or reduce the sound quality. This study investigates the impact of room acoustics and electroacoustics on the sound character of popular mainstream music mixed in 7.1...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.364744,80,acceptable,useful,not_applicable,listening room effect on sound character of popular music in 7.1 surround; music production/reproduction research plausibly relevant to music/audio researcher.
0b244846efddd64985ac8e79b7f324258eb2550b1774e25266d161876dad5403,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4412800608,W4412800608,W4412800608,Advancing deep learning for expressive music composition and performance modeling,2025,6,,,"The pursuit of expressive and human-like music generation remains a significant challenge in the field of artificial intelligence (AI). While deep learning has advanced AI music composition and transcription, current models often struggle with long-term structural coherence and emotional nuance. This study presents a comparative analysis of three leading...",second_surface_score_spread,rank-83787b91ef,emerging,0.359614,86,good,useful,not_applicable,comparative deep learning analysis for expressive music composition and performance modeling; core music AI research.
54aa41a55f17d4975f0be89cfc123eee26693fcaacf645889a34b4bc22ffe77d,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4404396103,W4404396103,W4404396103,Low-Frequency Sound Wave Propagation at Open-Air Concerts: Acoustic Metamaterial's Audience Phenomenon,2024,0,jaes,Music Technology and Sound Studies;Acoustic Wave Phenomena Research,"Over the past decade, there has been growing concern about how the audience affects sound wave propagation at open-air concerts, particularly in the low-frequency range. The key lies in the difference between the conditions when the system engineer sets up the mid-high units and the subwoofers before the show, without the audience, and when a dense crowd...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.359001,87,acceptable,useful,not_applicable,low-frequency wave propagation at open-air concerts accounting for audience density; concert acoustics directly relevant to live music engineering.
c4ca12c293df7eba6ea69146c6a687fff37e89467123a04ec1bb701abe396645,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4405710384,W4405710384,W4405710384,"Spatial Sound, Part 1: Exploring the Impact of Listening Room on Perceptual Immersion",2024,0,jaes,Hearing Loss and Rehabilitation;Noise Effects and Management;Speech and Audio Processing,"Room acoustics and sound reproduction systems shape the spatial sound character in a listening room, influencing sound quality. This study introduces a novel technique to assess the spatial character of room acoustics and sound reproduction systems, addressing a research gap in understanding spatial differences between listening environments. The techniqu...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.347645,92,acceptable,useful,not_applicable,listening room effect on perceptual immersion for spatial audio reproduction; plausibly relevant to music/audio listening room research.
285d014c715388d70878ad010446def4b76b821721d5b938cb1ab88345fcfcd0,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4400775648,W4400775648,W4400775648,Spatial Sampling of Binaural Room Transfer Functions for Head-Tracked Personal Sound Zones,2024,1,jaes,Noise Effects and Management,"The spatial sampling of binaural room transfer functions that vary with listener movements, as required for rendering personal sound zone (PSZ) with head tracking, was experimentally investigated regarding its dependencies on various factors. Through measurements of the binaural room transfer functions in a practical PSZ system with either translational o...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.342987,94,miss,not_useful,not_applicable,binaural room transfer functions for personal sound zone rendering with head tracking; PSZ audio engineering with no music or recommender value.
17914b797c17a4d5e05d82cec8bc31f25adfb4d590551183f21b06d2aa45e72c,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4399995562,W4399995562,W4399995562,"Investigating individual, loudness-dependent equalization preferences in different driving sound conditions",2024,0,jaes,Vehicle Noise and Vibration Control;Noise Effects and Management;Acoustic Wave Phenomena Research,"In automotive audio playback systems, dynamically increasing driving sounds are typically taken into account by applying a generic, i.e., non-individualized, increase in overall level and low-frequency amplification to compensate increased masking. This study investigated the degree of individuality regarding the preferences of noise-dependent level and e...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.341664,95,miss,not_useful,not_applicable,individual loudness-dependent EQ preferences in automotive audio under driving noise; automotive audio engineering outside music/MIR scope.
8f6fb37d79def6d107e5c7356f5c41c3b15d5c3b56988afcf2aad9ec8fbb7c49,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4403467832,W4403467832,W4403467832,The Impact of Standing Waves on Localization Ability of Low-Frequency Sound Sources,2024,0,jaes,Speech and Audio Processing;Acoustic Wave Phenomena Research;Vehicle Noise and Vibration Control,"This paper studies the effect of room modal resonances on the localization of very low-frequency sound sources. A subjective listening test is conducted with 20 participants in an anechoic chamber, where the listener must detect the direction of the sound source for pure sinusoids at 31.5, 50, and 80 Hz. A synthetic standing wave pattern modeling a room r...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.34022,98,miss,not_useful,not_applicable,standing wave effects on low-frequency sound source localization; room acoustics/psychoacoustics with no music content or discovery value.
e98ff1f86e8d11e8a9bae5f9daf50bf17aaa6f4ae9a95082f3f3667b542f0db5,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4415188452,W4415188452,W4415188452,A HYBRID CNN-LSTM DEEP LEARNING MODEL FOR INTRUSION DETECTION IN SMART GRID,2025,6,,,"The evolution of the traditional power grid into the ""smart grid"" has resulted in a fundamental shift in energy management which allows the integration of renewable energy sources with modern communication technology. However, this interconnection has increased smart grids' vulnerability to attackers, which might result in privacy breaches, operational in...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.328129,100,irrelevant,neither,not_applicable,hybrid CNN-LSTM for smart grid intrusion detection; cybersecurity/power grid application outside music/MIR/audio/recommender scope.
6f2f2834e2b43ff930e9b463622deb9d75f28212d4d58c9b5ace435b5f0016ae,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4399995539,W4399995539,W4399995539,Non-Exponential Reverberation Modeling Using Dark Velvet Noise,2024,0,jaes,Speech and Audio Processing;Acoustic Wave Phenomena Research;Underwater Acoustics Research,"Previous research on late-reverberation modeling has mainly focused on exponentially decaying room impulse responses, whereas methods for accurately modeling non-exponential reverberation remain challenging. This paper extends the previously proposed basic darkvelvet- noise reverberation algorithm and proposes a parametrization scheme for modeling late re...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.324497,102,miss,not_useful,not_applicable,non-exponential reverberation modeling with dark velvet noise; room acoustics DSP algorithm with no music discovery or recommender value.
b9c325bc292a6bfa71f87715833664b795cca5f2cd156dcf4cf7c915e8bef10c,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4404396176,W4404396176,W4404396176,Room Acoustic Adversarial Neural Network for Robust Sound Event Classification,2024,1,jaes,Music and Audio Processing;Speech and Audio Processing;Water Systems and Optimization,The variation in the acoustic condition of a room presents a major hurdle in the performance robustness of sound event classification. Room impulse response characterizes the way in which a sound wave is propagated from source to receiver and the overall perceptual quality and intelligibility of the recorded sound. This study presents the Room Acoustic Ad...,second_surface_score_spread,rank-83787b91ef,emerging,0.319963,105,acceptable,useful,not_applicable,adversarial room-acoustic neural network for robust sound event classification; MIR-adjacent audio analysis with Music and Audio Processing scope.
8c65161b157112b67f2af6c50d302a352366814d4926be1ccd328e52b49c51cb,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4405710391,W4405710391,W4405710391,Ambisonics Room Impulse Response Estimation From a Single Omnidirectional Measurement Using Deep Neural Networks,2024,1,jaes,Structural Health Monitoring Techniques;Indoor and Outdoor Localization Technologies;Speech and Audio Processing,"Mapping a room impulse response (RIR) to its Ambisonics representation is not always feasible. However, by adding a weak assumption (i.e., the existence of at least two perpendicular walls in the environment), the Ambisonics representation is restricted to be one of a finite set, with known transformations between the set entries. This makes mapping the o...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.319818,106,miss,not_useful,not_applicable,ambisonics RIR estimation from single omnidirectional measurement using DNNs; room acoustics measurement with no music discovery or recommender value.
2ced13ecc9ce593f88d9e4f11e0e7e348002ef6b0e7c965dd48706ed616f6883,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4400775788,W4400775788,W4400775788,Comparison of Non-Parametric Interpolation Techniques for Sparsely Measured Binaural Room Impulse Responses,2024,2,jaes,Speech and Audio Processing;Image and Signal Denoising Methods;Image Enhancement Techniques,"This study investigates different interpolation techniques for spatially upsampling Binaural Room Impulse Responses (BRIRs) measured on a sparse grid of view orientations. In this context, the authors recently presented the Spherical Array Interpolation by Time Alignment (SARITA) method for interpolating spherical microphone array signals with a limited n...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.304839,108,miss,not_useful,not_applicable,non-parametric interpolation comparison for sparse binaural room impulse responses; audio DSP with no music content or discovery value.
d56a0c5166c231ea41e8dd966ad4a309fe0e50fb97c254a9adb32948f797155f,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4413720412,W4413720412,W4413720412,PAGURI: A User Experience Study of Creative Interaction with Text-to-Music Models,2025,4,,,"In recent years, text-to-music models have been the biggest breakthrough in automatic music generation. While they are unquestionably a showcase of technological progress, it is not clear yet how they can be realistically integrated into the artistic practice of musicians and music practitioners. This paper aims to address this question via Prompt Audio G...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.293873,110,good,surprising,not_applicable,PAGURI UX study of musician creative interaction with text-to-music models; core music AI creative-practice research.
4212cc77504cae5f25ae577a997d66bad84d8b45601bf5f343355d15482b8e6f,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4404396253,W4404396253,W4404396253,Median Plane Localization of Short Noise Bursts in the Presence of Horizontally Spread White Noise Masker,2024,0,jaes,Image and Signal Denoising Methods;Structural Health Monitoring Techniques,"Recent spatial audio techniques involve separating multichannel signals into direct and background parts. However, determining parameters for localizing short sound sources in background sounds remains challenging due to the limited knowledge of spatial hearing resolution. This paper investigates the localization performance when short bursts in the media...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.285777,111,miss,not_useful,not_applicable,median plane localization of short noise bursts in background masking noise; spatial hearing psychoacoustics with no music content or discovery value.
314f63d81dfd142fa453f219620569d4e9a9a011ab2543edf67dee5a8c960a46,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4402556688,W4402556688,W4402556688,Re(de)fining Sonification: Project Classification Strategies in the Data Sonification Archive,2024,2,jaes,BIM and Construction Integration;Design Education and Practice;Tactile and Sensory Interactions,"This study focuses on a corpus of 445 sonification projects currently available in the Data Sonification Archive (DSA). The DSA develops in a collaborative process that involves researchers and creative communities, and has been online since early 2021. Projects are heuristically classified according to several aspects, in particular their intended purpos...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.267532,113,miss,not_useful,not_applicable,classification strategies for data sonification archive projects; data sonification research outside music MIR or recommender scope.
a5f55a1af6f10790ae105edf9efec23c5021c5bb5e77bf6989aaf5f5cd9552c7,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4403467370,W4403467370,W4403467370,Active Acoustics with a Phase Cancelling Modal Reverberator,2024,1,jaes,Acoustic Wave Phenomena Research;Antenna Design and Optimization,"Active acoustics (AA) systems are used to electronically modify the acoustics of a room (e.g., in live music venues). AA systems have an inherent feedback component and can suffer from instability and coloration artifacts resulting from too high feedback gains. State-of-the-art methods can improve system stability and coloration, usually at the cost of co...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.265433,114,acceptable,useful,not_applicable,active acoustics with phase-cancelling reverberator for live music venue resonance control; music venue acoustics technology plausibly relevant to music/audio researcher.
58702d55efff5c60ddfe95857496e071d2e44d2c4902cd3f810b35c0eed91e91,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4413309572,W4413309572,W4413309572,Intelligent generation and optimization of resources in music teaching reform based on artificial intelligence and deep learning,2025,3,,,"In order to increase the effectiveness and personalization of music instruction, this paper aims to create a deep reinforcement learning (DRL)-based framework for creating music resources. Therefore, a Melody Generation Model in Music Education Based on Actor-Critic Framework (AC-MGME) is proposed. This model analyzes students' learning status in real tim...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.262139,115,acceptable,obvious,not_applicable,deep RL melody generation model in a music-education context; music AI method is substantive enough to be plausibly useful to an MIR researcher despite the ed-tech framing.
cf00c53ad91f5579fc67e8d7f85c3ff102987ff0ba5943222769b192982fb481,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4413416079,W4413416079,W4413416079,Bangla Speech Emotion Recognition Using Deep Learning-Based Ensemble Learning and Feature Fusion,2025,3,,,"Emotion recognition in speech is essential for enhancing human-computer interaction (HCI) systems. Despite progress in Bangla speech emotion recognition, challenges remain, including low accuracy, speaker dependency, and poor generalization across emotional expressions. Previous approaches often rely on traditional machine learning or basic deep learning...",second_surface_score_spread,rank-83787b91ef,emerging,0.254742,117,miss,not_useful,not_applicable,Bangla speech emotion recognition using deep learning ensemble; adjacent audio/speech ML but outside music/MIR/recommender scope.
f46b8f7cbca2bd620bf7e5fd01d85c133a5903171612d02ea54ddd1eba09b08a,ml-shadow-scorer-second-surface-labeling-worksheet-v1,ml_shadow_scorer_second_surface_generalization_v1,https://openalex.org/W4400775753,W4400775753,W4400775753,Practical Implementation of Automated Next Generation Audio Production for Live Sports,2024,0,jaes,Video Analysis and Summarization;Multimedia Communication and Technology,"Producing a high-quality audio mix for a live sports production is a demanding task for mixing engineers. The management of many microphone signals and monitoring of various broadcast feeds mean engineers are often stretched, overseeing many tasks simultaneously. With the advancements in Next Generation Audio codecs providing many appealing features, such...",second_surface_high_score_candidate,rank-83787b91ef,emerging,0.238888,119,miss,not_useful,not_applicable,automated Next Generation Audio production for live sports broadcasts; broadcast audio engineering with no music discovery or recommender value.
