worksheet_version,sample_seed,sample_reason,corpus_snapshot_version,embedding_version,cluster_version,ranking_run_id_context,review_pool_variant,paper_id,openalex_work_id,internal_work_id,title,year,citation_count,source_slug,type,cluster_id,topics,abstract_preview,ranking_context_family_scores_json,ranking_context_family_ranks_json,relevance_label,novelty_label,bridge_like_label,reviewer_notes
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4415096020,W4415096020,2350,Uncovering Hidden Themes in Indie Music: Crisp-Dm Guided LDA Topic Modeling on a Kaggle-Based Lyric Generation Dataset,2025,0,,article,c005,,"The development of music has produced many works in the form of data, especially lyrical data, which provide insight into the semantic structure of music. This study explores latent thematic patterns in the indie lyric dataset from Kaggle by applying Latent Dirichlet Allocation (LDA), which is the first LDA study of indie music lyrics in the Indonesian cont…","{""bridge"": -0.2, ""emerging"": 0.165335}","{""bridge"": 146, ""emerging"": 165}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7154828706,W7154828706,2410,Polyphonic music melody generation model based on inverse reinforcement learning algorithm,2026,0,,article,c005,,"Automated polyphonic music generation remains a challenging task due to the difficulty in designing reward functions and modelling long-range dependencies.To address this, this paper proposes a polyphonic music generation model based on generative adversarial imitation learning.Our model employs a Gated Transformer-XL as its core to effectively capture intr…","{""bridge"": -0.2, ""emerging"": 0.167005}","{""bridge"": 202, ""emerging"": 156}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4405710378,W4405710378,148,Data-Driven Uncertainty Modeling for Robust Feedback Active Noise Control in Headphones,2024,2,jaes,article,c006,Advanced Adaptive Filtering Techniques;Control Systems and Identification;Vehicle Noise and Vibration Control,"Active noise control (ANC) has become popular for reducing noise and thus enhancing user comfort in headphones. Although feedback control offers an effective way to implement ANC, it is restricted by uncertainty of the controlled system (e.g., that arises from differing wearing situations). Widely used unstructured models that capture these variations tend…","{""bridge"": 0.340341, ""emerging"": 0.360867, ""undercited"": 0.246668}","{""bridge"": 80, ""emerging"": 80, ""undercited"": 80}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4406354730,W4406354730,146,Disc and Ring Exciter Shape Effects on Flat-Panel Loudspeakers,2025,0,jaes,article,c006,Acoustic Wave Phenomena Research;Speech and Audio Processing;Acoustic Wave Resonator Technologies,"Flat-panel loudspeaker exciters are moving coil motors with a coupling surface, often shaped like a ring or disc, that attaches to the surface of a plate. Simulations normally treat the exciter as acting like a point force, but in reality, the ring or disc shape can have a significant influence on the frequency response of the plate at middle and high frequ…","{""bridge"": 0.65, ""emerging"": 0.447597, ""undercited"": 0.7}","{""bridge"": 50, ""emerging"": 75, ""undercited"": 39}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7135104131,W7135104131,2381,Bayesian-Optimized Ensemble Learning for Music Popularity Prediction with Shapley-Based Interpretability,2026,0,,article,c006,,"Music popularity prediction is a fundamental problem in music information retrieval, with important implications for digital content dissemination and creative decision-making on streaming platforms. In this study, music popularity prediction is formulated as a supervised regression problem, and six widely-used tree ensemble models (Random Forest, XGBoost,…","{""bridge"": -0.2, ""emerging"": 0.16845}","{""bridge"": 175, ""emerging"": 139}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4411141387,W4411141387,123,Antiderivative Antialiasing for Chebyshev Based Generalized Hammerstein Models,2025,0,jaes,article,c006,Matrix Theory and Algorithms,"Antiderivative antialiasing (ADAA) has proven to be an effective approach for reducing aliasing in mathematically defined nonlinear functions. This paper explores the application of ADAA to Chebyshev-based generalized Hammerstein models, which are utilized for blackbox modeling of nonlinearities in digital audio effects. The Chebyshev-based model eliminates…","{""bridge"": 0.516667, ""emerging"": 0.455569, ""undercited"": 0.7}","{""bridge"": 77, ""emerging"": 69, ""undercited"": 31}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7124752081,W7124752081,2389,Integrated virtual reality and musical biofeedback for intensity-guided training on stationary cycling: a comparative feasibility study,2026,0,,article,c007,,"Abstract Motor rehabilitation requiring sustained physical exercise faces poor adherence in neurological populations due to insufficient supervision and monotony. While virtual reality and musical biofeedback independently improve engagement and motivation, their comparative and combined impact on intensity control strategies during high-intensity interval…","{""bridge"": -0.2, ""emerging"": 0.162599}","{""bridge"": 183, ""emerging"": 185}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7125209422,W7125209422,2400,"Conceptualising Sound, Inferring Structure, Making Meaning: Artistic Considerations in Ravel's 'La vallée des cloches'",2026,0,,article,c007,,"Processes of preparing repertoire for performance in the field of artistic pianism are far from linear, often involving many epistemic modes contributing to an ever-evolving relationship between the pianist, the score and their instrument. Beyond the absorption and internalisation of the score (note-learning, memorisation, addressing technical issues), a ra…","{""bridge"": -0.2, ""emerging"": 0.16506}","{""bridge"": 193, ""emerging"": 169}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7135033788,W7135033788,2357,Experimental investigation of lip-specific mouthpiece forces and pressure parameters in trombone performance under realistic playing conditions,2026,0,,article,c007,,"Mastering brass playing depends on the fine control of the embouchure-the coordinated interaction between lips, mouthpiece, and airflow. While teachers and performers have long emphasised this balance, objective data on how lip forces and pressures interact during real performance are scarce. This study addresses this gap by introducing a novel sensor-integ…","{""bridge"": -0.2, ""emerging"": 0.158894}","{""bridge"": 153, ""emerging"": 197}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7143753957,W7143753957,2366,BEATSCORE: Beat-Synchronous Contrastive Alignment and Event-Centric Grading for Long-Term Sports Assessment,2026,0,,article,c007,,"Long-term sports assessment is a challenging task in video understanding, since it requires judging subtle movement variations over minutes and evaluating action-music coordination. However, in many sporting events the background music is only weakly related to the performed movements, and the cues that matter for synchrony are often temporal and structural…","{""bridge"": -0.2, ""emerging"": 0.168402}","{""bridge"": 161, ""emerging"": 141}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4415242171,W4415242171,2347,A music source separation method integrating time-frequency decoupling and mamba-based state space modeling,2025,0,,article,c008,,"Music source separation, as a fundamental task in intelligent audio processing, plays a critical role in enhancing the performance of music generation, editing, and understanding systems. However, existing separation models often suffer from structural limitations such as reliance on a single modeling path, entangled time-frequency representations, and diff…","{""bridge"": -0.2, ""emerging"": 0.172459}","{""bridge"": 143, ""emerging"": 112}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7140166340,W7140166340,2371,Multimodal segmentation and labeling of lecture recordings for educational content retrieval,2026,0,,article,c008,,"Abstract E-learning has transformed the educational landscape, particularly in higher education, by offering flexible, scalable, and often more accessible learning environments. Lecture recordings, in particular, have become a widely used resource, offering students the ability to revisit class content at their own pace. However, the sheer volume and length…","{""bridge"": -0.2, ""emerging"": 0.166552}","{""bridge"": 166, ""emerging"": 157}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7131354888,W7131354888,2306,How Far Can a U-Net Go? An Empirical Analysis of Music Source Separation Performance,2026,0,,article,c008,,"Music source separation (MSS) focuses on decomposing a mixed audio signal into individual instrumental components and is increasingly relevant for music production, restoration, remixing, education, and music information retrieval. Deep learning methods, particularly U-Net architectures operating on time-frequency representations, have recently advanced the…","{""bridge"": -0.2, ""emerging"": 0.173115}","{""bridge"": 106, ""emerging"": 106}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4417119751,W4417119751,2356,MMAudioSep: Taming Video-to-Audio Generative Model Towards Video/Text-Queried Sound Separation,2026,0,,article,c008,,"We introduce MMAudioSep, a generative model for video/text-queried sound separation that is founded on a pretrained video-to-audio model. By leveraging knowledge about the relationship between video/text and audio learned through a pretrained audio generative model, we can train the model more efficiently, i.e., the model does not need to be trained from sc…","{""bridge"": -0.2, ""emerging"": 0.163709}","{""bridge"": 152, ""emerging"": 178}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7132999248,W7132999248,2407,The Sahelian Factor as a Structural Key Component in the Contemporary Idioms of Music-Making in Dagbon,2026,0,,article,c009,,"In this paper, we present the theoretical framework of the Sahelian factor as a structural research model for analysing the music and dance of Northern Ghana. Drawing on longitudinal audiovisual fieldwork in Dagbon and a dialogue with local musicians, stakeholders, music journalists, radio presenters, and the Dagbon community in Tamale, this model offers an…","{""bridge"": -0.2, ""emerging"": 0.16257}","{""bridge"": 199, ""emerging"": 186}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7135227133,W7135227133,2380,"A scoping review of music-based digital therapeutics for stress, anxiety, and depression",2026,0,,article,c009,,"Rising rates of stress, anxiety, and depression-fueled by rapid sociocultural and economic shifts, digital overexposure, and the lasting impact of COVID-19-are accelerating investment in scalable tools aimed at enhancing resilience and wellbeing. Music-based digital therapeutics (MDTs) hold promise given music's unique ability to modulate core dimensions of…","{""bridge"": -0.2, ""emerging"": 0.163978}","{""bridge"": 174, ""emerging"": 175}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7142281766,W7142281766,2377,The use of background music in educational settings,2026,0,,article,c009,,"This study is a theoretical review that examines, from a holistic perspective, the effects of background music used in classroom settings on students' cognitive, affective, and social learning processes. Drawing on contemporary research in educational psychology, environmental structuring, learning theories, and special education, the contributions of backg…","{""bridge"": -0.2, ""emerging"": 0.168445}","{""bridge"": 171, ""emerging"": 140}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7154620733,W7154620733,2373,Practice makes perfect sense to me: a retrospective analysis of recommending independent skills practice in music therapy for military-connected individuals,2026,0,,article,c009,,"Introduction Therapeutic disciplines have researched the use of independent skills practice (i.e., homework) and its impact on patient outcomes, but research on this topic in music therapy has been limited and contradictory. Methods This retrospective, exploratory study used a correlational approach to explore the use of recommending independent skills prac…","{""bridge"": -0.2, ""emerging"": 0.157313}","{""bridge"": 168, ""emerging"": 199}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7150806375,W7150806375,2391,Praat Audiotools: An offline analysis-resynthesis toolkit for experimental composition,2026,0,,article,c010,,"Abstract Praat AudioTools is an open-source library of over 300 scripts that transforms the phonetic analysis software Praat (Boersma and Weenink) into an offline, object-centric laboratory for electroacoustic composition. While Praat is the standard tool for linguistic analysis, its potential for musical creation has remained largely untapped due to its in…","{""bridge"": -0.2, ""emerging"": 0.168646}","{""bridge"": 185, ""emerging"": 137}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W7128805121,W7128805121,2397,"Artificial Intelligence in Music: A Bibliometric and Systematic Review of Creation, Performance, and Education",2026,0,,article,c010,,"Abstract The integration of artificial intelligence (AI) into the music domain has catalyzed a transformative shift in how music is composed, performed, and taught. This paper introduces and frames the concept of music intelligence and employs bibliometric and systematic review methodologies to comprehensively analyze music intelligence. Music intelligence…","{""bridge"": -0.2, ""emerging"": 0.17202}","{""bridge"": 190, ""emerging"": 113}",,,,
ml-blind-snapshot-review-v1,20260430,cluster_stratified_seeded,source-snapshot-v2-candidate-plan-20260428,v2-title-abstract-1536-cleantext-r1,kmeans-l2-v2-cleantext-r1-k12,rank-ee2ba6c816,ml_blind_snapshot_audit,https://openalex.org/W4415788031,W4415788031,2340,Music emotion classification based on random swap algorithm,2025,1,,article,c010,,"We performed an unsupervised cluster analysis of emotions in music. We considered ten distinct perceived emotions (happy, sad, amusing, annoying, anxious, relaxing, dreamy, energizing, joyful, and neutral) from four genres (rock, pop, classical, and electronic). We first clustered emotions based on their co-occurrence across songs, revealing that the emotio…","{""bridge"": -0.168182, ""emerging"": 0.213265}","{""bridge"": 87, ""emerging"": 87}",,,,
