ranking_run_id,ranking_version,corpus_snapshot_version,embedding_version,cluster_version,family,rank,paper_id,title,year,citation_count,source_slug,topics,final_score,reason_short,semantic_score,citation_velocity_score,topic_growth_score,bridge_score,diversity_penalty,bridge_eligible,relevance_label,novelty_label,bridge_like_label,reviewer_notes
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,11,https://openalex.org/W4411463636,The Story Behind the Real World Computing Music Database: An Interview with Masataka Goto,2025,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.200964,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,0.287091,,0,,acceptable,useful,not_applicable,Useful historical/context piece about a foundational MIR database, but interview format makes it weaker as a ranked recommendation than a technical dataset or evaluation paper.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,12,https://openalex.org/W4405115893,BeatNet+: Real‑Time Rhythm Analysis for Diverse Music Audio,2024,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.200964,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,0.287091,,0,,good,useful,not_applicable,Strong low-cite technical MIR paper; real-time beat/downbeat tracking across diverse music audio is relevant and useful for rhythm analysis and evaluation.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,13,https://openalex.org/W4409967775,ChoraleBricks: A Modular Multitrack Dataset for Wind Music Research,2025,3,tismir,Music and Audio Processing;Music Technology and Sound Studies;Animal Vocal Communication and Behavior,0.18538,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.153061,0.351193,,0.425492,,good,useful,not_applicable,Useful MIR dataset for multitrack wind music; strong resource for transcription, alignment, education, and wind-music research, though mostly dataset-driven.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,14,https://openalex.org/W4407236737,The GigaMIDI Dataset with Features for Expressive Music Performance Detection,2025,1,tismir,Music and Audio Processing;Music Technology and Sound Studies;Neuroscience and Music Perception,0.163083,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.05102,0.287091,,0.212746,,good,surprising,not_applicable,Strong undercited symbolic-music resource; very large MIDI dataset with expressive-performance features is likely useful for MIR, computational musicology, and generative modeling.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,15,https://openalex.org/W4408772031,CCMusic: An Open and Diverse Database for Chinese Music Information Retrieval Research,2025,5,tismir,Music and Audio Processing;Diverse Musicological Studies;Music Technology and Sound Studies,0.157958,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.255102,0.312732,,0.549941,,good,surprising,not_applicable,Strong low-cite discovery; open Chinese music MIR database broadens cultural coverage and includes unified datasets/evaluation for reproducible Chinese music MIR.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,16,https://openalex.org/W4401237242,"Introducing the ""Cockpit Party Problem"": Blind Source Separation Enhances Aircraft Cockpit Speech Transcription",2025,1,jaes,Speech and Audio Processing;Blind Source Separation Techniques;Vehicle Noise and Vibration Control,0.15741,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.05102,0.278986,,0.212746,,acceptable,surprising,not_applicable,Interesting low-cite audio source-separation application to cockpit voice recorder transcription, but aviation speech transcription is adjacent rather than core MIR/music discovery.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,17,https://openalex.org/W4389213541,Barwise Music Structure Analysis with the Correlation Block-Matching Segmentation Algorithm,2023,0,tismir,Music and Audio Processing;Music Technology and Sound Studies;Speech and Audio Processing,0.149458,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0,0.213512,,0,,good,useful,not_applicable,Relevant low-cite MIR structure-analysis paper; useful algorithmic contribution for music segmentation, though not as surprising as broader corpus/evaluation papers.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,18,https://openalex.org/W4394916053,The Sound Demixing Challenge 2023 - Music Demixing Track,2024,23,tismir,Music and Audio Processing;Speech and Audio Processing;Music Technology and Sound Studies,0.140294,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.782313,0.213512,,0.975433,,good,useful,not_applicable,Strong audio-ML benchmark/challenge paper; useful for tracking source-separation evaluation and robust music demixing systems.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,19,https://openalex.org/W4387375972,Perceptual and automated estimates of infringement in 40 music copyright cases,2023,16,tismir,Music and Audio Processing;Music Technology and Sound Studies;Diverse Musicological Studies,0.123963,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.408163,0.312732,,0.869592,,good,surprising,not_applicable,Strong undercited discovery; connects MIR similarity methods, perceptual data, and real copyright cases in a way that is unusually useful for evaluation.
rank-3904fec89d,bridge-v2-nm1-zero-r3-k6-20260424,source-snapshot-20260425-044015,v1-title-abstract-1536-cleantext-r3,kmeans-l2-v0-cleantext-r3-k6,undercited,20,https://openalex.org/W4386773472,PiJAMA: Piano Jazz with Automatic MIDI Annotations,2023,13,tismir,Music and Audio Processing;Music Technology and Sound Studies;Diverse Musicological Studies,0.115902,"Low-cite candidate pool (see docs/candidate-pool-low-cite.md v0): core corpus, recency floor, citation ceiling, title+abstract gate; popularity penalty among pool members only. Semantic and bridge not yet modeled.",,0.331633,0.312732,,0.81,,good,useful,not_applicable,Useful low-cite dataset/resource paper for jazz piano MIDI annotations and symbolic MIR; valuable, though mostly dataset-driven.
